,PER,TS%,3PAr,FTr,ORB%,AST%,TOV%,PT,W/L
448,[-1.73194444],[-0.05438889],[-0.08361111],[0.10422222],[2.40972222],[-1.08194444],[-1.99166667],-38.0,0.0
449,[-0.15586081],[-0.01115201],[0.00404212],[-0.03494139],[-1.32802198],[0.53754579],[-0.63827839],-42.0,0.0
450,[3.08088235],[0.0425],[-0.15149412],[-0.04756176],[1.59970588],[2.84588235],[-1.75764706],-5.0,0.0
451,[-2.43705882],[-0.05185882],[0.11172353],[-0.01158824],[-0.95264706],[-0.46117647],[-0.63147059],-7.0,0.0
452,[1.20045767],[0.02853547],[-0.14718993],[0.10812357],[1.55446224],[3.48077803],[0.96956522],3.0,1.0
453,[0.86767677],[0.01834343],[0.06878283],[-0.04345455],[-0.23080808],[2.6020202],[0.74444444],20.0,1.0
454,[1.81845238],[0.02184524],[0.14833333],[-0.0272619],[0.20297619],[1.8327381],[0.42380952],10.0,1.0
455,[0.24676471],[0.01880882],[0.03840588],[-0.04151765],[0.35029412],[-2.21352941],[0.95794118],-19.0,0.0
456,[1.3300905],[0.05043213],[0.10357692],[0.03161086],[-0.37533937],[-0.33642534],[-0.50429864],24.0,1.0
457,[6.67020202],[0.08415657],[-0.10040404],[0.07870202],[-4.08686869],[4.43686869],[4.44141414],10.0,1.0
458,[-0.94069565],[-0.03013913],[-0.08826087],[0.04357391],[-1.11513043],[1.38869565],[-0.30034783],-1.0,0.0
459,[-6.14369748],[-0.04853151],[-0.02785294],[0.02501681],[-5.14243697],[-4.51092437],[2.48844538],-6.0,0.0
460,[1.04722222],[-0.00322222],[-0.07397778],[0.01323889],[2.94055556],[0.86222222],[-1.69],-5.0,0.0
461,[2.54251337],[0.04051337],[-0.00809626],[-0.08836631],[0.48128342],[1.93208556],[-0.02352941],18.0,1.0
462,[-0.01577381],[0.01931548],[-0.13161905],[0.06659524],[1.45446429],[-1.2764881],[2.53154762],3.0,1.0
463,[-0.05325077],[0.01357895],[0.04845201],[0.05962229],[0.49845201],[-2.61640867],[0.21764706],2.0,1.0
464,[-0.90111111],[-0.02257778],[0.10267778],[-0.03594444],[-0.55722222],[1.28],[-1.09388889],-16.0,0.0
465,[5.33850267],[0.00680749],[-0.0601016],[-0.01558824],[3.20347594],[6.07780749],[-1.80695187],8.0,1.0
466,[1.31],[0.03725],[-0.1285],[-0.06655],[0.85],[-1.15],[-1.435],2.0,1.0
467,[-0.593083],[-0.00349802],[-0.18502964],[0.04950395],[1.03221344],[3.40039526],[2.88320158],-4.0,0.0
468,[-0.30171569],[0.00866667],[0.16112745],[-0.04342157],[-1.06887255],[-0.90171569],[2.05931373],10.0,1.0
469,[-7.97649573],[-0.11657265],[0.0461453],[-0.07995726],[4.18547009],[-5.18547009],[-2.94700855],2.0,1.0
470,[-0.14705882],[0.01241176],[0.02329412],[0.05188235],[-1.35294118],[-0.17058824],[-1.77647059],-25.0,0.0
471,[-1.08920455],[-0.02157955],[0.06027273],[0.01845455],[0.16761364],[-1.50965909],[-0.1125],8.0,1.0
472,[1.31497326],[-0.02854545],[-0.10074866],[0.02558824],[-0.6671123],[4.3013369],[-0.9540107],19.0,1.0
473,[-6.05718954],[-0.08107516],[0.03686928],[0.10197712],[-2.52973856],[-3.76013072],[0.92058824],-8.0,0.0
474,[-1.71763158],[-0.01882895],[-0.02545789],[-0.07861053],[-1.24815789],[-1.37947368],[0.105],-29.0,0.0
475,[2.58796791],[0.05951337],[-0.02114171],[-0.03700267],[0.67673797],[0.43208556],[0.26283422],19.0,1.0
476,[0.42428571],[0.00237857],[0.0884],[-0.03142857],[0.97214286],[0.00857143],[0.12714286],20.0,1.0
477,[-7.00241546],[-0.08587198],[0.10798309],[-0.11828502],[5.26690821],[-5.83647343],[-3.02342995],18.0,1.0
478,[-0.7132107],[-0.02891806],[0.1307709],[-0.0507592],[-0.93361204],[-4.14899666],[-1.38879599],-28.0,0.0
479,[0.13888889],[-0.00711111],[-0.06783333],[-0.02055556],[0.31666667],[-2.41111111],[-0.30555556],5.0,1.0
480,[-2.507],[-0.0559],[0.0602],[0.05055],[-1.511],[-0.16],[0.744],-14.0,0.0
481,[7.72222222],[0.11438889],[-0.1125],[0.06605556],[-3.80555556],[3.12777778],[5.16666667],-9.0,0.0
482,[0.05325077],[-0.01357895],[-0.04845201],[-0.05962229],[-0.49845201],[2.61640867],[-0.21764706],-4.0,0.0
483,[0.10252101],[-0.01088025],[-0.02820588],[0.03868908],[0.17184874],[0.95210084],[-2.27079832],11.0,1.0
484,[0.23232323],[0.04626768],[-0.07994949],[-0.00843434],[-1.16919192],[-2.21313131],[2.35],12.0,1.0
485,[-1.385],[-0.0317],[0.0503],[0.09515],[-1.3],[-0.12],[-0.005],4.0,1.0
486,[0.26086957],[0.00178261],[0.1926087],[-0.08908696],[0.14782609],[-4.8],[-1.46521739],4.0,1.0
487,[-0.17163462],[0.00816346],[-0.12757692],[0.03165385],[0.12644231],[-0.73894231],[1.89326923],-2.0,0.0
488,[-0.63333333],[-0.02394444],[0.00705556],[-0.01633333],[-0.45],[2.15555556],[-1.17777778],-6.0,0.0
489,[1.1504329],[0.02126407],[0.05830087],[-0.03368615],[-1.42662338],[1.28614719],[-2.13268398],15.0,1.0
490,[6.82111111],[0.09181111],[-0.00982222],[0.03011111],[-4.36277778],[4.40777778],[4.07277778],-6.0,0.0
491,[1.31505882],[0.02765882],[-0.10182353],[-0.03301176],[0.74164706],[0.42117647],[1.38047059],8.0,1.0
492,[-1.46132723],[-0.03031808],[-0.04541876],[-0.01903661],[-1.70228833],[1.31922197],[0.49565217],-10.0,0.0
493,[0.34928571],[0.00792857],[0.0102],[-0.00282857],[0.52214286],[-1.26142857],[-1.31285714],3.0,1.0
494,[-1.71593137],[-0.03272549],[-0.17653922],[0.06595098],[-0.03112745],[-0.88063725],[-2.69460784],-9.0,0.0
495,[-0.57388235],[0.0134],[0.09129412],[-0.00298824],[-0.08870588],[-2.68588235],[1.01364706],4.0,1.0
496,[0.23730159],[-0.01607937],[0.00256349],[-0.04159524],[-1.39126984],[0.18412698],[-3.16349206],-4.0,0.0
497,[-3.28235294],[0.00570588],[-0.05117647],[0.00517647],[-3.21764706],[-4.04117647],[3.24705882],4.0,1.0
498,[1.02649573],[0.01901709],[-0.00853419],[0.00967949],[0.38675214],[-2.50897436],[-1.3474359],-16.0,0.0
499,[0.24957983],[-0.02329202],[-0.0515],[-0.01319328],[1.52478992],[1.12268908],[-0.49432773],-3.0,0.0
500,[0.98375],[0.032925],[-0.1639],[0.0815],[0.30375],[0.03875],[0.7675],12.0,1.0
501,[-0.52020202],[0.01676768],[0.10223232],[-0.01394444],[0.40959596],[-0.29545455],[-1.90252525],-9.0,0.0
502,[1.25370844],[0.01495652],[-0.19564194],[0.04850128],[1.05601023],[6.0971867],[0.75191816],-5.0,0.0
503,[0.03045455],[-0.00579545],[0.02542727],[-0.07135455],[-0.92136364],[0.20090909],[-2.095],-14.0,0.0
504,[-0.23730159],[0.01607937],[-0.00256349],[0.04159524],[1.39126984],[-0.18412698],[3.16349206],14.0,1.0
505,[-0.51908213],[-0.02898309],[0.07448309],[0.02021498],[2.54468599],[-0.68647343],[-0.64565217],9.0,1.0
506,[8.21527778],[0.11127778],[0.05011111],[0.03427778],[-5.13194444],[6.23194444],[4.36944444],-6.0,0.0
507,[0.13825],[-0.008725],[0.154],[-0.0369],[-0.09275],[0.00125],[-1.5165],-13.0,0.0
508,[-4.07678019],[-0.02177399],[0.00780495],[0.10079876],[-3.37213622],[-4.39287926],[1.07058824],-8.0,0.0
509,[0.50306905],[0.00731969],[0.01844501],[0.01805627],[-0.10383632],[0.48516624],[1.34859335],-9.0,0.0
510,[2.61176471],[0.07752941],[0.02817647],[-0.00664706],[0.4],[-0.65294118],[1.25294118],32.0,1.0
511,[0.48636364],[0.028],[0.10318182],[-0.07795455],[0.49545455],[-0.10454545],[-1.46363636],5.0,1.0
512,[0.5531746],[0.00812302],[0.06061111],[0.0087381],[0.76269841],[3.2952381],[0.34880952],3.0,1.0
513,[2.77916667],[0.05116667],[0.00963333],[-0.09098333],[0.53083333],[1.94416667],[0.30166667],10.0,1.0
514,[-0.44217391],[0.00415652],[-0.09444783],[0.00091304],[0.75630435],[3.37130435],[2.51456522],5.0,1.0
515,[1.30629371],[0.03241608],[0.05425874],[0.00125524],[-0.0986014],[0.7486014],[-1.49440559],16.0,1.0
516,[-8.51699346],[-0.10261111],[0.11101634],[-0.07769935],[4.0630719],[-7.13366013],[-2.31013072],9.0,1.0
517,[-6.04117647],[-0.05941176],[-0.05605882],[0.06370588],[-4.97058824],[-3.55882353],[0.21764706],-32.0,0.0
518,[-1.42380952],[-0.0159881],[-0.05611905],[0.01652381],[0.17857143],[-1.32380952],[1.63690476],-2.0,0.0
519,[0.12888889],[0.00574444],[-0.02778889],[0.04016667],[-0.20944444],[3.28666667],[0.22166667],6.0,1.0
520,[-0.13888889],[0.00711111],[0.06783333],[0.02055556],[-0.31666667],[2.41111111],[0.30555556],-27.0,0.0
521,[0.45590909],[0.03379545],[0.07775455],[-0.0066],[1.41681818],[-0.30545455],[0.63136364],-22.0,0.0
522,[-1.29670588],[-0.04987059],[-0.13],[-0.02636471],[0.34164706],[1.07411765],[0.12752941],-18.0,0.0
523,[-1.28167421],[-0.02709729],[0.07540045],[0.03825792],[-0.77533937],[0.31651584],[-1.75723982],9.0,1.0
524,[-0.04545455],[-0.019],[0.01304545],[-0.05136364],[-0.19545455],[1.5],[-0.28636364],3.0,1.0
525,[-1.87058824],[-0.03647059],[-0.03870588],[-0.02935294],[0.25294118],[-1.61176471],[1.14117647],-7.0,0.0
526,[0.65888158],[-0.00854605],[0.11115789],[0.02571053],[0.49440789],[0.07072368],[-2.3125],-3.0,0.0
527,[-0.10252101],[0.01088025],[0.02820588],[-0.03868908],[-0.17184874],[-0.95210084],[2.27079832],-8.0,0.0
528,[0.31328502],[-0.00990097],[0.12223671],[-0.04107971],[-0.5468599],[-6.65797101],[-2.73623188],-14.0,0.0
529,[-6.48333333],[-0.05688889],[0.0335],[-0.1385],[2.72222222],[-5.15],[-2.37777778],16.0,1.0
530,[5.53810742],[0.05209207],[0.03761381],[-0.08176215],[5.07442455],[3.07365729],[-1.56624041],14.0,1.0
531,[-0.38131313],[0.00965657],[0.03439899],[-0.0345],[0.72626263],[-2.70656566],[-2.20808081],-16.0,0.0
532,[1.27954545],[0.04304545],[-0.15392727],[0.00480455],[1.77136364],[-1.35090909],[0.66],10.0,1.0
533,[-2.58796791],[-0.05951337],[0.02114171],[0.03700267],[-0.67673797],[-0.43208556],[-0.26283422],-14.0,0.0
534,[0.1630719],[0.00925163],[-0.11622222],[-0.09015359],[-1.0879085],[0.37189542],[1.07352941],7.0,1.0
535,[-0.87063492],[-0.00786508],[0.00449206],[0.0252619],[0.94126984],[1.97142857],[1.98571429],1.0,1.0
536,[-0.05325077],[0.01357895],[0.04845201],[0.05962229],[0.49845201],[-2.61640867],[0.21764706],-13.0,0.0
537,[1.23038462],[0.01921154],[0.04187692],[0.02124615],[0.62730769],[2.04769231],[0.31423077],-7.0,0.0
538,[-0.98375],[-0.032925],[0.1639],[-0.0815],[-0.30375],[-0.03875],[-0.7675],-5.0,0.0
539,[-0.32004831],[-0.03384541],[0.12929227],[-0.05741304],[-0.9968599],[-4.50241546],[-3.91400966],27.0,1.0
540,[0.27216667],[-0.00473333],[0.06983333],[-0.04043333],[-0.98016667],[1.78416667],[1.04566667],16.0,1.0
541,[-12.54052288],[-0.13796405],[0.07036928],[-0.03652288],[0.19248366],[-8.91013072],[-1.45718954],-5.0,0.0
542,[-0.60559006],[0.00356056],[0.00976087],[-0.05674534],[-0.06801242],[-1.43726708],[0.92220497],12.0,1.0
543,[-0.24846491],[-0.00491228],[0.11267544],[-0.10304386],[-1.56732456],[1.71469298],[1.84166667],19.0,1.0
544,[1.51388889],[0.03744444],[-0.07808889],[-0.05498333],[1.09055556],[3.40666667],[0.22666667],-26.0,0.0
545,[-0.17470588],[-0.02567059],[-0.1399],[0.01823529],[0.55264706],[1.11411765],[-0.62147059],2.0,1.0
546,[1.05875],[0.027375],[-0.0857],[0.0529],[0.75375],[1.30875],[2.2075],-15.0,0.0
547,[-0.74109091],[0.01514545],[0.00945455],[-0.0226],[0.75581818],[-1.61545455],[-0.05963636],8.0,1.0
548,[0.21631016],[0.02460428],[0.01297861],[0.0298369],[1.27165775],[-2.4144385],[3.05294118],2.0,1.0
549,[0.02379679],[0.01801604],[0.04931818],[0.03035561],[-0.27673797],[-1.08502674],[0.99010695],-42.0,0.0
550,[1.42380952],[0.0159881],[0.05611905],[-0.01652381],[-0.17857143],[1.32380952],[-1.63690476],-2.0,0.0
551,[-1.56630435],[-0.02576087],[0.14846087],[0.00697609],[-0.39586957],[-1.54869565],[1.04434783],13.0,1.0
552,[8.51699346],[0.10261111],[-0.11101634],[0.07769935],[-4.0630719],[7.13366013],[2.31013072],-10.0,0.0
553,[-1.23888889],[-0.0575],[0.079],[0.07244444],[1.08333333],[2.02222222],[-2.78888889],10.0,1.0
554,[-1.51374269],[-0.0186345],[0.02495322],[-0.06704386],[-1.00760234],[3.17719298],[1.76666667],-5.0,0.0
555,[-1.45330882],[-0.01893382],[-0.05217647],[0.06991176],[-0.64889706],[-0.42242647],[0.13602941],-39.0,0.0
556,[-0.27216667],[0.00473333],[-0.06983333],[0.04043333],[0.98016667],[-1.78416667],[-1.04566667],-19.0,0.0
557,[0.51717391],[-0.00970652],[0.17264783],[-0.02951304],[-0.30630435],[-2.10130435],[-1.07456522],26.0,1.0
558,[-5.87032086],[-0.05380749],[-0.03003476],[0.04217914],[-3.89438503],[-4.47326203],[2.9842246],1.0,1.0
559,[0.06925134],[0.03701604],[0.03627273],[0.08171925],[-0.08128342],[-2.58502674],[1.27647059],-24.0,0.0
560,[6.3968254],[0.08943254],[-0.09822222],[0.06153968],[-5.33492063],[4.39920635],[3.94563492],-22.0,0.0
561,[-0.69635854],[0.00280952],[0.06891317],[-0.03268347],[-1.45042017],[-1.41064426],[-0.00140056],-10.0,0.0
562,[0.08263889],[0.01034722],[-0.06122222],[0.04555556],[-0.25347222],[1.31875],[-0.32638889],-9.0,0.0
563,[1.56630435],[0.02576087],[-0.14846087],[-0.00697609],[0.39586957],[1.54869565],[-1.04434783],-17.0,0.0
564,[0.99952381],[0.01360952],[-0.03228095],[0.01490476],[-1.15071429],[1.3152381],[-1.76404762],-5.0,0.0
565,[-1.02649573],[-0.01901709],[0.00853419],[-0.00967949],[-0.38675214],[2.50897436],[1.3474359],-7.0,0.0
566,[-0.26277778],[-0.04047222],[0.05452222],[0.07978889],[2.09055556],[2.01222222],[-0.255],-6.0,0.0
567,[-0.7026738],[-0.05260428],[-0.11616043],[0.04811765],[-1.7671123],[2.51898396],[-1.58930481],9.0,1.0
568,[-5.82486631],[-0.03480749],[-0.04308021],[0.09354278],[-3.69893048],[-5.97326203],[3.27058824],11.0,1.0
569,[-7.26328502],[-0.08765459],[-0.0846256],[-0.02919807],[5.11908213],[-1.03647343],[-1.55821256],5.0,1.0
570,[0.42428571],[0.00237857],[0.0884],[-0.03142857],[0.97214286],[0.00857143],[0.12714286],-9.0,0.0
571,[0.30171569],[-0.00866667],[-0.16112745],[0.04342157],[1.06887255],[0.90171569],[-2.05931373],20.0,1.0
572,[0.22152778],[0.00323611],[-0.12905556],[0.025],[0.06319444],[-1.09236111],[-0.63194444],-20.0,0.0
573,[1.31497326],[-0.02854545],[-0.10074866],[0.02558824],[-0.6671123],[4.3013369],[-0.9540107],16.0,1.0
574,[-2.7748366],[-0.08678105],[0.08804575],[0.09680065],[0.6879085],[0.28104575],[-2.32647059],-2.0,0.0
575,[-1.30629371],[-0.03241608],[-0.05425874],[-0.00125524],[0.0986014],[-0.7486014],[1.49440559],-23.0,0.0
576,[-0.46666667],[-0.04066667],[0.00411111],[0.06822222],[1.85],[-2.54444444],[-1.91666667],-16.0,0.0
577,[2.507],[0.0559],[-0.0602],[-0.05055],[1.511],[0.16],[-0.744],-9.0,0.0
578,[-0.14705882],[0.01241176],[0.02329412],[0.05188235],[-1.35294118],[-0.17058824],[-1.77647059],-9.0,0.0
579,[-1.10497835],[-0.00226407],[-0.07134632],[0.08504978],[1.62207792],[-2.78614719],[2.41904762],-10.0,0.0
580,[7.72222222],[0.11438889],[-0.1125],[0.06605556],[-3.80555556],[3.12777778],[5.16666667],-9.0,0.0
581,[-0.53181818],[-0.047],[-0.09013636],[0.02659091],[-0.69090909],[1.60454545],[1.17727273],-4.0,0.0
582,[-1.6748366],[-0.02216993],[0.07687908],[0.04491176],[-0.7120915],[0.66993464],[0.76797386],-7.0,0.0
583,[1.40803571],[0.03530357],[-0.0755],[0.05007143],[1.27589286],[0.04732143],[0.89464286],1.0,1.0
584,[1.69588235],[0.0108],[-0.10119412],[0.04758824],[0.29970588],[2.72588235],[-1.76264706],30.0,1.0
585,[4.56402715],[0.0213914],[-0.02422398],[-0.04343439],[3.99298643],[3.72466063],[-1.489819],3.0,1.0
586,[-7.10441176],[-0.07785294],[0.11084706],[0.08873824],[-5.47029412],[-4.62235294],[2.61058824],-8.0,0.0
587,[-0.20388889],[-0.00019444],[-0.05041111],[-0.01156667],[-0.24055556],[-4.55666667],[-1.66166667],-2.0,0.0
588,[1.56887255],[0.04513725],[0.19983333],[-0.01406863],[-1.32181373],[0.71004902],[0.91813725],9.0,1.0
589,[-0.5573499],[-0.01776605],[0.12672878],[-0.01581781],[0.39440994],[-4.68654244],[-0.7505176],-10.0,0.0
590,[0.97408027],[0.03070067],[0.06183779],[-0.03832776],[1.08143813],[-0.65100334],[-0.0764214],15.0,1.0
591,[1.53594771],[0.02928105],[-0.00904575],[-0.02435621],[0.39542484],[1.74117647],[-0.4624183],-22.0,0.0
592,[-0.19960474],[-0.04528458],[-0.09771542],[0.06617391],[-1.87094862],[3.0041502],[-0.24071146],15.0,1.0
593,[-6.82111111],[-0.09181111],[0.00982222],[-0.03011111],[4.36277778],[-4.40777778],[-4.07277778],-9.0,0.0
594,[-2.01764706],[-0.02405882],[-0.01541176],[0.02252941],[-1.1],[-1.78235294],[-0.63529412],-38.0,0.0
595,[-0.74152047],[-0.00180117],[-0.04993567],[-0.07126608],[-0.24093567],[-1.38947368],[2.63888889],14.0,1.0
596,[-2.51205882],[-0.04630882],[0.03352353],[0.01701176],[-1.40264706],[-1.73117647],[-2.07147059],-2.0,0.0
597,[0.593083],[0.00349802],[0.18502964],[-0.04950395],[-1.03221344],[-3.40039526],[-2.88320158],-5.0,0.0
598,[4.3252451],[0.02668627],[-0.12048039],[0.0022451],[4.93946078],[2.67818627],[-2.9122549],-1.0,0.0
599,[-1.49316239],[-0.05968376],[0.0126453],[0.05854274],[1.46324786],[-0.03547009],[-0.56923077],-4.0,0.0
600,[-1.76590909],[-0.07104545],[0.05074545],[0.07315],[-2.26681818],[1.45545455],[0.80363636],3.0,1.0
601,[1.44376471],[0.03745882],[0.10670588],[-0.02551765],[1.01129412],[-0.90352941],[1.64894118],-13.0,0.0
602,[0.17470588],[0.02567059],[0.1399],[-0.01823529],[-0.55264706],[-1.11411765],[0.62147059],-15.0,0.0
603,[0.31883117],[0.01372403],[-0.01522727],[0.06852597],[1.44350649],[-1.46233766],[0.78214286],6.0,1.0
604,[0.81821946],[0.01954865],[0.06587992],[-0.07326915],[-0.24658385],[-0.11345756],[-0.71469979],11.0,1.0
605,[7.58333333],[0.1215],[-0.04466667],[0.08661111],[-4.12222222],[5.53888889],[5.47222222],-1.0,0.0
606,[1.96439628],[0.03763777],[0.06386378],[0.03709288],[1.59845201],[-0.83405573],[0.85294118],2.0,1.0
607,[-1.99488491],[-0.05601535],[0.20617136],[-0.01250128],[-1.70895141],[-3.83248082],[-3.14603581],6.0,1.0
608,[-1.04722222],[0.00322222],[0.07397778],[-0.01323889],[-2.94055556],[-0.86222222],[1.69],23.0,1.0
609,[-0.39464286],[-0.00585714],[-0.09221429],[0.0107381],[-0.38154762],[-0.50892857],[-2.06071429],-12.0,0.0
610,[-0.15090909],[-0.00765455],[-0.09058182],[0.04859091],[0.27590909],[0.02909091],[0.36863636],-13.0,0.0
611,[6.74611111],[0.09736111],[-0.08802222],[0.05871111],[-4.81277778],[3.13777778],[2.63277778],3.0,1.0
612,[-0.2542735],[-0.00218376],[-0.0663547],[-0.01390171],[0.37991453],[-2.05769231],[2.21965812],15.0,1.0
613,[-1.29670588],[-0.04987059],[-0.13],[-0.02636471],[0.34164706],[1.07411765],[0.12752941],7.0,1.0
614,[-0.23434343],[0.00560101],[-0.07583838],[0.05978788],[0.68080808],[-4.75757576],[0.43333333],-27.0,0.0
615,[0.80244565],[0.03886413],[-0.06573913],[-0.00667391],[1.20788043],[-1.38994565],[1.81684783],-12.0,0.0
616,[-0.65888158],[0.00854605],[-0.11115789],[-0.02571053],[-0.49440789],[-0.07072368],[2.3125],-16.0,0.0
617,[2.75882353],[0.06511765],[0.00488235],[-0.05852941],[1.75294118],[-0.48235294],[3.02941176],11.0,1.0
618,[1.21029412],[0.00602941],[-0.1902],[-0.07691471],[1.85264706],[1.23411765],[-0.61647059],-4.0,0.0
619,[-0.06126482],[0.04350198],[-0.09489328],[0.02291304],[1.72312253],[1.7958498],[1.70592885],-8.0,0.0
620,[0.27337662],[-0.00527597],[-0.00218182],[0.01716234],[1.24805195],[0.03766234],[0.49577922],-5.0,0.0
621,[-1.07452381],[-0.00805952],[-0.04591905],[0.01369524],[0.70071429],[-2.5852381],[0.32404762],-7.0,0.0
622,[1.15538462],[0.02476154],[-0.03632308],[0.04984615],[0.17730769],[0.77769231],[-1.12576923],1.0,1.0
623,[-6.95],[-0.09755556],[0.03761111],[-0.07027778],[4.57222222],[-7.69444444],[-4.29444444],-9.0,0.0
624,[1.51457801],[0.01673913],[-0.00303325],[-0.04058568],[1.20383632],[1.2971867],[-0.71329923],-5.0,0.0
625,[0.61861472],[-0.02573593],[-0.0318355],[-0.00709524],[-2.11753247],[2.89069264],[-0.95541126],-8.0,0.0
626,[-4.81830065],[-0.02357516],[-0.04213072],[0.02953268],[-3.6130719],[-5.78235294],[3.70947712],5.0,1.0
627,[-0.52063158],[-0.00017895],[0.04284211],[-0.06261053],[-0.58715789],[-0.06947368],[0.796],9.0,1.0
628,[0.76393862],[0.0091023],[0.21105371],[-0.07103069],[0.04398977],[-4.31483376],[-0.11662404],5.0,1.0
629,[0.15090909],[0.00765455],[0.09058182],[-0.04859091],[-0.27590909],[-0.02909091],[-0.36863636],-6.0,0.0
630,[2.7748366],[0.08678105],[-0.08804575],[-0.09680065],[-0.6879085],[-0.28104575],[2.32647059],-1.0,0.0
631,[1.46916667],[0.01391667],[0.13813333],[-0.02443333],[-0.31916667],[3.09416667],[1.73666667],1.0,1.0
632,[-2.36875],[-0.064625],[0.2142],[0.01365],[-1.60375],[-0.15875],[-0.7725],-12.0,0.0
633,[-0.86767677],[-0.01834343],[-0.06878283],[0.04345455],[0.23080808],[-2.6020202],[-0.74444444],-6.0,0.0
634,[0.63333333],[0.02394444],[-0.00705556],[0.01633333],[0.45],[-2.15555556],[1.17777778],7.0,1.0
635,[-0.77995169],[-0.0307657],[-0.1181256],[0.10930193],[2.3968599],[4.11352657],[0.81956522],-3.0,0.0
636,[1.17422969],[0.03928011],[0.10761905],[-0.00333053],[-1.70336134],[0.20112045],[-1.14257703],-7.0,0.0
637,[7.97649573],[0.11657265],[-0.0461453],[0.07995726],[-4.18547009],[5.18547009],[2.94700855],4.0,1.0
638,[0.74117647],[0.04105882],[-0.01052941],[-0.036],[0.65294118],[-2.26470588],[2.39411765],-7.0,0.0
639,[-4.59741176],[-0.02195294],[0.05064706],[0.03818824],[-3.95929412],[-4.46235294],[1.86658824],-11.0,0.0
640,[-1.96439628],[-0.03763777],[-0.06386378],[-0.03709288],[-1.59845201],[0.83405573],[-0.85294118],11.0,1.0
641,[1.54507576],[0.02712121],[0.15051515],[-0.04442424],[-1.04507576],[1.79507576],[-0.0719697],11.0,1.0
642,[-0.03045455],[0.00579545],[-0.02542727],[0.07135455],[0.92136364],[-0.20090909],[2.095],7.0,1.0
643,[-0.12888889],[-0.00574444],[0.02778889],[-0.04016667],[0.20944444],[-3.28666667],[-0.22166667],8.0,1.0
644,[1.87058824],[0.03647059],[0.03870588],[0.02935294],[-0.25294118],[1.61176471],[-1.14117647],5.0,1.0
645,[1.98040936],[0.05930117],[-0.02906433],[-0.00117836],[-0.84239766],[-0.63274854],[0.15],-29.0,0.0
646,[1.28167421],[0.02709729],[-0.07540045],[-0.03825792],[0.77533937],[-0.31651584],[1.75723982],3.0,1.0
647,[-7.80486111],[-0.12473611],[0.17372222],[-0.11161111],[4.05902778],[-4.44652778],[-4.84027778],-14.0,0.0
648,[0.63194444],[-0.01022222],[0.09477778],[-0.05233333],[-1.00972222],[0.69305556],[-1.10277778],-4.0,0.0
649,[-5.27723785],[-0.05030946],[0.15499488],[-0.00732481],[-4.92659847],[-7.87365729],[0.10102302],11.0,1.0
650,[1.22287582],[0.0358366],[0.0139281],[-0.0341732],[1.35751634],[-2.22352941],[3.49183007],10.0,1.0
651,[0.28675889],[-0.01728458],[0.0054664],[-0.01178063],[-1.37549407],[2.89960474],[-1.70434783],-21.0,0.0
652,[6.3968254],[0.08943254],[-0.09822222],[0.06153968],[-5.33492063],[4.39920635],[3.94563492],-4.0,0.0
653,[-0.12247619],[-0.01059048],[-0.02238095],[-0.02969524],[-1.36171429],[1.2752381],[-1.01504762],-14.0,0.0
654,[0.04545455],[0.019],[-0.01304545],[0.05136364],[0.19545455],[-1.5],[0.28636364],8.0,1.0
