Date,Start (ET),Visitor/Neutral,PTS-V,Home/Neutral,PTS-H
Sat Mar 10 2018,7:30p,WAS,102,MIA,129
Sat Mar 10 2018,8:30p,SAS,94,OKC,104
Sun Mar 11 2018,3:30p,CHI,129,ATL,122
Sun Mar 11 2018,7:30p,IND,99,BOS,97
Sun Mar 11 2018,7:30p,PHI,120,BRK,97
Sun Mar 11 2018,7:00p,HOU,105,DAL,82
Sun Mar 11 2018,5:00p,SAC,104,DEN,130
Sun Mar 11 2018,9:00p,CLE,113,LAL,127
Sun Mar 11 2018,3:30p,GSW,103,MIN,109
Sun Mar 11 2018,4:00p,UTA,116,NOP,99
Sun Mar 11 2018,1:00p,TOR,132,NYK,106
Mon Mar 12 2018,8:00p,SAS,93,HOU,109
Mon Mar 12 2018,8:00p,MIL,121,MEM,103
Mon Mar 12 2018,8:00p,SAC,101,OKC,106
Mon Mar 12 2018,10:30p,MIA,99,POR,115
Tue Mar 13 2018,7:30p,OKC,119,ATL,107
Tue Mar 13 2018,7:30p,TOR,116,BRK,102
Tue Mar 13 2018,8:00p,LAC,112,CHI,106
Tue Mar 13 2018,10:30p,DEN,103,LAL,112
Tue Mar 13 2018,8:00p,CHO,115,NOP,119
Tue Mar 13 2018,7:30p,DAL,110,NYK,97
Tue Mar 13 2018,7:00p,IND,101,PHI,98
Tue Mar 13 2018,10:00p,CLE,129,PHO,107
Tue Mar 13 2018,8:30p,ORL,72,SAS,108
Tue Mar 13 2018,9:00p,DET,79,UTA,110
Tue Mar 13 2018,7:00p,MIN,116,WAS,111
Wed Mar 14 2018,8:00p,WAS,125,BOS,124
Wed Mar 14 2018,10:30p,LAL,106,GSW,117
Wed Mar 14 2018,7:00p,MIL,117,ORL,126
Wed Mar 14 2018,10:00p,MIA,119,SAC,123
Thu Mar 15 2018,7:30p,CHO,129,ATL,117
Thu Mar 15 2018,9:00p,DET,113,DEN,120
Thu Mar 15 2018,8:00p,LAC,96,HOU,101
Thu Mar 15 2018,7:00p,TOR,106,IND,99
Thu Mar 15 2018,8:00p,CHI,111,MEM,110
Thu Mar 15 2018,7:30p,PHI,118,NYK,110
Thu Mar 15 2018,10:00p,CLE,105,POR,113
Thu Mar 15 2018,8:30p,NOP,93,SAS,98
Thu Mar 15 2018,9:00p,PHO,88,UTA,116
Fri Mar 16 2018,10:30p,SAC,98,GSW,93
Fri Mar 16 2018,10:30p,MIA,92,LAL,91
Fri Mar 16 2018,8:00p,LAC,113,OKC,121
Fri Mar 16 2018,7:00p,BOS,92,ORL,83
Fri Mar 16 2018,7:00p,BRK,116,PHI,120
Fri Mar 16 2018,7:30p,DAL,115,TOR,122
Sat Mar 17 2018,7:30p,DAL,106,BRK,114
Sat Mar 17 2018,8:00p,CLE,114,CHI,109
Sat Mar 17 2018,8:00p,DEN,94,MEM,101
Sat Mar 17 2018,6:00p,ATL,117,MIL,122
Sat Mar 17 2018,7:00p,HOU,107,NOP,101
Sat Mar 17 2018,7:30p,CHO,101,NYK,124
Sat Mar 17 2018,10:00p,GSW,124,PHO,109
Sat Mar 17 2018,10:00p,DET,87,POR,100
Sat Mar 17 2018,8:30p,MIN,101,SAS,117
Sat Mar 17 2018,9:00p,SAC,97,UTA,103
Sat Mar 17 2018,7:00p,IND,102,WAS,109
Sun Mar 18 2018,10:30p,POR,122,LAC,109
Sun Mar 18 2018,7:00p,HOU,129,MIN,120
Sun Mar 18 2018,6:00p,BOS,89,NOP,108
Sun Mar 18 2018,1:00p,OKC,132,TOR,125
Mon Mar 19 2018,7:30p,MEM,115,BRK,118
Mon Mar 19 2018,7:00p,MIL,117,CLE,124
Mon Mar 19 2018,7:00p,LAL,100,IND,110
Mon Mar 19 2018,7:30p,DEN,141,MIA,149
Mon Mar 19 2018,7:30p,CHI,92,NYK,110
Mon Mar 19 2018,7:00p,CHO,94,PHI,108
Mon Mar 19 2018,10:00p,DET,106,SAC,90
Mon Mar 19 2018,9:30p,GSW,75,SAS,89
Tue Mar 20 2018,8:00p,OKC,99,BOS,100
Tue Mar 20 2018,8:00p,LAC,109,MIN,123
Tue Mar 20 2018,8:00p,DAL,105,NOP,115
Tue Mar 20 2018,7:00p,TOR,93,ORL,86
Tue Mar 20 2018,10:00p,DET,115,PHO,88
Tue Mar 20 2018,10:30p,HOU,115,POR,111
Tue Mar 20 2018,9:00p,ATL,99,UTA,94
Wed Mar 21 2018,7:30p,CHO,111,BRK,105
Wed Mar 21 2018,8:00p,DEN,135,CHI,102
Wed Mar 21 2018,7:00p,TOR,129,CLE,132
Wed Mar 21 2018,7:30p,NYK,98,MIA,119
Wed Mar 21 2018,8:00p,LAC,127,MIL,120
Wed Mar 21 2018,8:00p,IND,92,NOP,96
Wed Mar 21 2018,7:00p,MEM,105,PHI,119
Wed Mar 21 2018,9:30p,WAS,90,SAS,98
Thu Mar 22 2018,7:00p,MEM,79,CHO,140
Thu Mar 22 2018,8:30p,UTA,119,DAL,112
Thu Mar 22 2018,8:00p,DET,96,HOU,100
Thu Mar 22 2018,8:00p,LAL,125,NOP,128
Thu Mar 22 2018,7:00p,PHI,118,ORL,98
Thu Mar 22 2018,10:00p,ATL,90,SAC,105
Fri Mar 23 2018,8:00p,MIL,118,CHI,105
Fri Mar 23 2018,7:30p,PHO,95,CLE,120
Fri Mar 23 2018,10:30p,ATL,94,GSW,106
Fri Mar 23 2018,7:00p,LAC,104,IND,109
Fri Mar 23 2018,7:30p,MIN,108,NYK,104
Fri Mar 23 2018,8:00p,MIA,99,OKC,105
Fri Mar 23 2018,10:00p,BOS,105,POR,100
Fri Mar 23 2018,8:30p,UTA,120,SAS,124
Fri Mar 23 2018,7:30p,BRK,112,TOR,116
Fri Mar 23 2018,7:00p,DEN,108,WAS,100
Sat Mar 24 2018,8:30p,CHO,102,DAL,98
Sat Mar 24 2018,7:00p,CHI,95,DET,117
Sat Mar 24 2018,8:00p,NOP,91,HOU,114
Sat Mar 24 2018,8:00p,LAL,100,MEM,93
Sat Mar 24 2018,7:00p,PHO,99,ORL,105
Sat Mar 24 2018,6:00p,MIN,108,PHI,120
Sun Mar 25 2018,1:00p,CLE,121,BRK,114
Sun Mar 25 2018,8:30p,UTA,110,GSW,91
Sun Mar 25 2018,8:00p,ATL,99,HOU,118
Sun Mar 25 2018,5:00p,MIA,107,IND,113
Sun Mar 25 2018,3:30p,SAS,103,MIL,106
Sun Mar 25 2018,7:00p,POR,108,OKC,105
Sun Mar 25 2018,6:00p,BOS,104,SAC,93
Sun Mar 25 2018,6:00p,LAC,117,TOR,106
Sun Mar 25 2018,6:00p,NYK,101,WAS,97
Mon Mar 26 2018,7:00p,NYK,128,CHO,137
Mon Mar 26 2018,7:00p,LAL,106,DET,112
Mon Mar 26 2018,8:00p,MEM,101,MIN,93
Mon Mar 26 2018,7:00p,DEN,104,PHI,123
Mon Mar 26 2018,10:00p,BOS,102,PHO,94
Tue Mar 27 2018,10:30p,IND,92,GSW,81
Tue Mar 27 2018,8:00p,CHI,86,HOU,118
Tue Mar 27 2018,10:30p,MIL,98,LAC,105
Tue Mar 27 2018,8:00p,CLE,79,MIA,98
Tue Mar 27 2018,8:00p,POR,107,NOP,103
Tue Mar 27 2018,10:00p,DAL,103,SAC,97
Tue Mar 27 2018,7:30p,DEN,110,TOR,114
Tue Mar 27 2018,7:00p,SAS,106,WAS,116
Wed Mar 28 2018,7:00p,CLE,118,CHO,105
Wed Mar 28 2018,10:30p,DAL,93,LAL,103
Wed Mar 28 2018,8:00p,POR,103,MEM,108
Wed Mar 28 2018,8:00p,ATL,114,MIN,126
Wed Mar 28 2018,7:00p,BRK,111,ORL,104
Wed Mar 28 2018,7:00p,NYK,101,PHI,118
Wed Mar 28 2018,10:00p,LAC,111,PHO,99
Wed Mar 28 2018,9:30p,BOS,97,UTA,94
Thu Mar 29 2018,7:00p,WAS,92,DET,103
Thu Mar 29 2018,10:30p,MIL,116,GSW,107
Thu Mar 29 2018,7:30p,CHI,92,MIA,103
Thu Mar 29 2018,10:00p,IND,106,SAC,103
Thu Mar 29 2018,8:00p,OKC,99,SAS,103
Fri Mar 30 2018,7:30p,PHI,101,ATL,91
Fri Mar 30 2018,8:00p,NOP,102,CLE,107
Fri Mar 30 2018,8:30p,MIN,93,DAL,92
Fri Mar 30 2018,8:00p,PHO,103,HOU,104
Fri Mar 30 2018,10:30p,MIL,124,LAL,122
Fri Mar 30 2018,8:00p,DEN,126,OKC,125
Fri Mar 30 2018,7:00p,CHI,90,ORL,82
Fri Mar 30 2018,10:30p,LAC,96,POR,105
Fri Mar 30 2018,9:00p,MEM,97,UTA,107
Sat Mar 31 2018,7:30p,TOR,99,BOS,110
Sat Mar 31 2018,8:00p,BRK,110,MIA,109
Sat Mar 31 2018,5:00p,DET,115,NYK,109
Sat Mar 31 2018,10:00p,GSW,112,SAC,96
Sat Mar 31 2018,3:00p,CHO,93,WAS,107
Sun Apr 1 2018,6:00p,ORL,88,ATL,94
Sun Apr 1 2018,6:00p,DET,108,BRK,96
Sun Apr 1 2018,3:30p,WAS,94,CHI,113
Sun Apr 1 2018,1:00p,PHI,119,CHO,102
Sun Apr 1 2018,6:00p,DAL,87,CLE,98
Sun Apr 1 2018,8:00p,MIL,125,DEN,128
Sun Apr 1 2018,8:30p,PHO,107,GSW,117
Sun Apr 1 2018,3:30p,IND,111,LAC,104
Sun Apr 1 2018,9:30p,SAC,84,LAL,83
Sun Apr 1 2018,7:00p,UTA,121,MIN,97
Sun Apr 1 2018,6:00p,OKC,109,NOP,104
Sun Apr 1 2018,9:00p,MEM,98,POR,113
Sun Apr 1 2018,3:30p,HOU,83,SAS,100
Tue Apr 3 2018,8:00p,CHO,114,CHI,120
Tue Apr 3 2018,7:00p,TOR,106,CLE,112
Tue Apr 3 2018,8:30p,POR,109,DAL,115
Tue Apr 3 2018,9:00p,IND,104,DEN,107
Tue Apr 3 2018,8:00p,WAS,104,HOU,120
Tue Apr 3 2018,10:30p,SAS,110,LAC,113
Tue Apr 3 2018,7:30p,ATL,98,MIA,101
Tue Apr 3 2018,8:00p,BOS,102,MIL,106
Tue Apr 3 2018,7:30p,ORL,97,NYK,73
Tue Apr 3 2018,8:00p,GSW,111,OKC,107
Tue Apr 3 2018,7:00p,BRK,95,PHI,121
Tue Apr 3 2018,10:00p,SAC,94,PHO,97
Tue Apr 3 2018,9:00p,LAL,110,UTA,117
Wed Apr 4 2018,7:30p,MIA,115,ATL,86
Wed Apr 4 2018,7:00p,PHI,115,DET,108
Wed Apr 4 2018,10:30p,SAS,112,LAL,122
Wed Apr 4 2018,8:00p,MEM,95,NOP,123
Wed Apr 4 2018,7:00p,DAL,100,ORL,105
Wed Apr 4 2018,8:00p,BOS,78,TOR,96
Thu Apr 5 2018,8:00p,WAS,115,CLE,119
Thu Apr 5 2018,10:30p,MIN,96,DEN,100
Thu Apr 5 2018,8:00p,POR,94,HOU,96
Thu Apr 5 2018,7:00p,GSW,106,IND,126
Thu Apr 5 2018,8:00p,BRK,119,MIL,111
Thu Apr 5 2018,9:00p,LAC,95,UTA,117
Fri Apr 6 2018,7:30p,CHI,104,BOS,111
Fri Apr 6 2018,7:00p,DAL,106,DET,113
Fri Apr 6 2018,10:30p,MIN,113,LAL,96
Fri Apr 6 2018,8:00p,SAC,94,MEM,93
Fri Apr 6 2018,7:30p,MIA,98,NYK,122
Fri Apr 6 2018,7:00p,CHO,137,ORL,100
Fri Apr 6 2018,7:00p,CLE,130,PHI,132
Fri Apr 6 2018,10:00p,NOP,122,PHO,103
Fri Apr 6 2018,7:30p,IND,73,TOR,92
Fri Apr 6 2018,7:00p,ATL,103,WAS,97
Sat Apr 7 2018,8:00p,BRK,124,CHI,96
Sat Apr 7 2018,8:30p,NOP,126,GSW,120
Sat Apr 7 2018,8:30p,OKC,108,HOU,102
Sat Apr 7 2018,3:30p,DEN,134,LAC,115
Sat Apr 7 2018,7:30p,MIL,115,NYK,102
Sat Apr 7 2018,9:00p,POR,105,SAS,116
Sun Apr 8 2018,1:00p,ATL,112,BOS,106
Sun Apr 8 2018,1:00p,IND,123,CHO,117
Sun Apr 8 2018,6:00p,UTA,112,LAL,97
Sun Apr 8 2018,3:30p,DET,117,MEM,130
Sun Apr 8 2018,1:00p,DAL,97,PHI,109
Sun Apr 8 2018,9:00p,GSW,117,PHO,100
Sun Apr 8 2018,6:00p,ORL,101,TOR,112
Mon Apr 9 2018,7:30p,CHI,105,BRK,114
Mon Apr 9 2018,9:00p,POR,82,DEN,88
Mon Apr 9 2018,7:00p,TOR,108,DET,98
Mon Apr 9 2018,10:30p,NOP,113,LAC,100
Mon Apr 9 2018,7:30p,OKC,115,MIA,93
Mon Apr 9 2018,8:00p,ORL,86,MIL,102
Mon Apr 9 2018,8:00p,MEM,94,MIN,113
Mon Apr 9 2018,7:30p,CLE,123,NYK,109
Mon Apr 9 2018,8:30p,SAC,85,SAS,98
Tue Apr 10 2018,7:30p,PHI,121,ATL,113
Tue Apr 10 2018,8:30p,PHO,124,DAL,97
Tue Apr 10 2018,7:00p,CHO,119,IND,93
Tue Apr 10 2018,10:30p,HOU,105,LAL,99
Tue Apr 10 2018,9:00p,GSW,79,UTA,119
Tue Apr 10 2018,8:00p,BOS,101,WAS,113
Wed Apr 11 2018,8:00p,BRK,97,BOS,110
Wed Apr 11 2018,8:00p,DET,119,CHI,87
Wed Apr 11 2018,8:00p,NYK,110,CLE,98
Wed Apr 11 2018,10:30p,LAL,115,LAC,100
Wed Apr 11 2018,8:00p,TOR,109,MIA,116
Wed Apr 11 2018,8:00p,DEN,106,MIN,112
Wed Apr 11 2018,8:00p,SAS,98,NOP,122
Wed Apr 11 2018,8:00p,MEM,123,OKC,137
Wed Apr 11 2018,8:00p,WAS,92,ORL,101
Wed Apr 11 2018,8:00p,MIL,95,PHI,130
Wed Apr 11 2018,10:30p,UTA,93,POR,102
Wed Apr 11 2018,10:30p,HOU,83,SAC,96
Sat Apr 14 2018,3:00p,SAS,92,GSW,113
Sat Apr 14 2018,8:00p,MIA,103,PHI,130
Sat Apr 14 2018,10:30p,NOP,97,POR,95
Sat Apr 14 2018,5:30p,WAS,106,TOR,114
Sun Apr 15 2018,1:00p,MIL,107,BOS,113
Sun Apr 15 2018,3:30p,IND,98,CLE,80
Sun Apr 15 2018,9:00p,MIN,101,HOU,104
Sun Apr 15 2018,6:30p,UTA,108,OKC,116
Mon Apr 16 2018,10:30p,SAS,101,GSW,116
Mon Apr 16 2018,8:00p,MIA,113,PHI,103
Tue Apr 17 2018,8:00p,MIL,106,BOS,120
Tue Apr 17 2018,10:30p,NOP,111,POR,102
Tue Apr 17 2018,7:00p,WAS,119,TOR,130
Wed Apr 18 2018,7:00p,IND,97,CLE,100
Wed Apr 18 2018,9:30p,MIN,82,HOU,102
Wed Apr 18 2018,8:00p,UTA,102,OKC,95
Thu Apr 19 2018,7:00p,PHI,128,MIA,108
Thu Apr 19 2018,9:00p,POR,102,NOP,119
Thu Apr 19 2018,9:30p,GSW,110,SAS,97
Fri Apr 20 2018,7:00p,CLE,90,IND,92
Fri Apr 20 2018,9:30p,BOS,92,MIL,116
Fri Apr 20 2018,8:00p,TOR,103,WAS,122
Sat Apr 21 2018,2:30p,PHI,106,MIA,102
Sat Apr 21 2018,7:30p,HOU,105,MIN,121
Sat Apr 21 2018,5:00p,POR,123,NOP,131
Sat Apr 21 2018,10:00p,OKC,102,UTA,115
Sun Apr 22 2018,8:30p,CLE,104,IND,100
Sun Apr 22 2018,1:00p,BOS,102,MIL,104
Sun Apr 22 2018,3:30p,GSW,90,SAS,103
Sun Apr 22 2018,6:00p,TOR,98,WAS,106
Mon Apr 23 2018,8:00p,HOU,119,MIN,100
Mon Apr 23 2018,10:30p,OKC,96,UTA,113
Tue Apr 24 2018,7:00p,MIL,87,BOS,92
Tue Apr 24 2018,10:30p,SAS,91,GSW,99
Tue Apr 24 2018,8:00p,MIA,91,PHI,104
Wed Apr 25 2018,7:00p,IND,95,CLE,98
Wed Apr 25 2018,9:30p,MIN,104,HOU,122
Wed Apr 25 2018,9:30p,UTA,99,OKC,107
Wed Apr 25 2018,7:00p,WAS,98,TOR,108
Thu Apr 26 2018,8:00p,BOS,86,MIL,97
Fri Apr 27 2018,8:00p,CLE,87,IND,121
Fri Apr 27 2018,10:30p,OKC,91,UTA,96
Fri Apr 27 2018,7:00p,TOR,102,WAS,92
Sat Apr 28 2018,8:00p,MIL,96,BOS,112
Sat Apr 28 2018,10:30p,NOP,101,GSW,123
Sun Apr 29 2018,1:00p,IND,101,CLE,105
Sun Apr 29 2018,3:30p,UTA,96,HOU,110
Mon Apr 30 2018,8:00p,PHI,101,BOS,117
Tue May 1 2018,10:30p,NOP,116,GSW,121
Tue May 1 2018,8:00p,CLE,113,TOR,112
Wed May 2 2018,8:00p,UTA,116,HOU,108
Thu May 3 2018,8:30p,PHI,103,BOS,108
Thu May 3 2018,6:00p,CLE,128,TOR,110
Fri May 4 2018,8:00p,GSW,100,NOP,119
Fri May 4 2018,10:30p,HOU,113,UTA,92
Sat May 5 2018,8:30p,TOR,103,CLE,105
Sat May 5 2018,5:00p,BOS,101,PHI,98
Sun May 6 2018,3:30p,GSW,118,NOP,92
Sun May 6 2018,8:00p,HOU,100,UTA,87
Mon May 7 2018,8:30p,TOR,93,CLE,128
Mon May 7 2018,6:00p,BOS,92,PHI,103
Tue May 8 2018,10:30p,NOP,104,GSW,113
Tue May 8 2018,8:00p,UTA,102,HOU,112
Wed May 9 2018,8:00p,PHI,112,BOS,114
Sun May 13 2018,3:30p,CLE,83,BOS,108
Mon May 14 2018,9:00p,GSW,119,HOU,106
Tue May 15 2018,8:30p,CLE,94,BOS,107
Wed May 16 2018,9:00p,GSW,105,HOU,127
Sat May 19 2018,8:30p,BOS,86,CLE,116
Sun May 20 2018,8:00p,HOU,85,GSW,126
Mon May 21 2018,8:30p,BOS,102,CLE,111
Tue May 22 2018,9:00p,HOU,95,GSW,92
Wed May 23 2018,8:30p,CLE,83,BOS,96
Thu May 24 2018,9:00p,GSW,94,HOU,98
Fri May 25 2018,8:30p,BOS,99,CLE,109
Sat May 26 2018,9:00p,HOU,86,GSW,115
Sun May 27 2018,8:30p,CLE,87,BOS,79
Mon May 28 2018,9:00p,GSW,101,HOU,92
Thu May 31 2018,9:00p,CLE,114,GSW,124
Sun Jun 3 2018,8:00p,CLE,103,GSW,122
Wed Jun 6 2018,9:00p,GSW,110,CLE,102
Fri Jun 8 2018,9:00p,GSW,108,CLE,85
