Date,Start (ET),Visitor,PTS-V,Home,PTS-H
Wed Mar 6 2019,10:30p,DEN,115,LAL,99
Wed Mar 6 2019,8:00p,UTA,114,NOP,104
Wed Mar 6 2019,9:00p,NYK,96,PHO,107
Wed Mar 6 2019,10:00p,BOS,111,SAC,109
Wed Mar 6 2019,7:00p,DAL,123,WAS,132
Thu Mar 7 2019,8:00p,IND,98,MIL,117
Thu Mar 7 2019,10:30p,OKC,129,POR,121
Fri Mar 8 2019,8:00p,DET,112,CHI,104
Fri Mar 8 2019,7:00p,WAS,111,CHO,112
Fri Mar 8 2019,10:30p,DEN,105,GSW,122
Fri Mar 8 2019,8:00p,PHI,91,HOU,107
Fri Mar 8 2019,10:30p,OKC,110,LAC,118
Fri Mar 8 2019,8:00p,UTA,104,MEM,114
Fri Mar 8 2019,8:00p,CLE,110,MIA,126
Fri Mar 8 2019,8:00p,TOR,127,NOP,104
Fri Mar 8 2019,7:00p,DAL,106,ORL,111
Sat Mar 9 2019,7:00p,BRK,114,ATL,112
Sat Mar 9 2019,8:30p,BOS,120,LAL,107
Sat Mar 9 2019,9:00p,CHO,114,MIL,131
Sat Mar 9 2019,8:00p,WAS,130,MIN,135
Sat Mar 9 2019,12:00p,SAC,102,NYK,94
Sat Mar 9 2019,10:00p,PHO,120,POR,127
Sun Mar 10 2019,6:00p,NOP,116,ATL,128
Sun Mar 10 2019,7:00p,HOU,94,DAL,93
Sun Mar 10 2019,12:00p,CHI,108,DET,131
Sun Mar 10 2019,8:30p,PHO,115,GSW,111
Sun Mar 10 2019,6:00p,ORL,97,MEM,105
Sun Mar 10 2019,3:30p,TOR,125,MIA,104
Sun Mar 10 2019,8:00p,NYK,92,MIN,103
Sun Mar 10 2019,3:30p,IND,89,PHI,106
Sun Mar 10 2019,8:00p,MIL,114,SAS,121
Mon Mar 11 2019,7:30p,DET,75,BRK,103
Mon Mar 11 2019,7:00p,TOR,101,CLE,126
Mon Mar 11 2019,8:00p,CHO,106,HOU,118
Mon Mar 11 2019,10:30p,BOS,115,LAC,140
Mon Mar 11 2019,9:00p,OKC,98,UTA,89
Mon Mar 11 2019,7:00p,SAC,115,WAS,121
Tue Mar 12 2019,8:00p,LAL,123,CHI,107
Tue Mar 12 2019,8:00p,SAS,112,DAL,105
Tue Mar 12 2019,10:30p,MIN,107,DEN,133
Tue Mar 12 2019,7:00p,NYK,98,IND,103
Tue Mar 12 2019,10:30p,POR,125,LAC,104
Tue Mar 12 2019,8:00p,MIL,130,NOP,113
Tue Mar 12 2019,7:00p,CLE,99,PHI,106
Wed Mar 13 2019,7:30p,MEM,111,ATL,132
Wed Mar 13 2019,9:30p,GSW,106,HOU,104
Wed Mar 13 2019,7:30p,DET,74,MIA,108
Wed Mar 13 2019,7:00p,BRK,96,OKC,108
Wed Mar 13 2019,10:00p,UTA,114,PHO,97
Wed Mar 13 2019,7:00p,ORL,90,WAS,100
Thu Mar 14 2019,7:30p,SAC,120,BOS,126
Thu Mar 14 2019,10:30p,DAL,99,DEN,100
Thu Mar 14 2019,7:00p,OKC,106,IND,108
Thu Mar 14 2019,7:00p,CLE,91,ORL,120
Thu Mar 14 2019,8:00p,LAL,98,TOR,111
Thu Mar 14 2019,9:00p,MIN,100,UTA,120
Fri Mar 15 2019,7:00p,LAL,97,DET,111
Fri Mar 15 2019,8:00p,PHO,102,HOU,108
Fri Mar 15 2019,10:30p,CHI,121,LAC,128
Fri Mar 15 2019,8:00p,MIL,113,MIA,98
Fri Mar 15 2019,8:00p,POR,122,NOP,110
Fri Mar 15 2019,7:00p,SAC,114,PHI,123
Fri Mar 15 2019,8:30p,NYK,83,SAS,109
Fri Mar 15 2019,7:00p,CHO,116,WAS,110
Sat Mar 16 2019,12:30p,ATL,120,BOS,129
Sat Mar 16 2019,8:30p,CLE,116,DAL,121
Sat Mar 16 2019,9:00p,IND,100,DEN,102
Sat Mar 16 2019,7:00p,PHO,138,NOP,136
Sat Mar 16 2019,8:30p,GSW,110,OKC,88
Sat Mar 16 2019,8:30p,POR,103,SAS,108
Sat Mar 16 2019,9:00p,BRK,98,UTA,114
Sat Mar 16 2019,7:00p,MEM,128,WAS,135
Sun Mar 17 2019,4:00p,TOR,107,DET,110
Sun Mar 17 2019,9:00p,MIN,102,HOU,117
Sun Mar 17 2019,9:00p,BRK,116,LAC,119
Sun Mar 17 2019,1:00p,CHO,75,MIA,93
Sun Mar 17 2019,3:30p,PHI,130,MIL,125
Sun Mar 17 2019,12:00p,LAL,123,NYK,124
Sun Mar 17 2019,6:00p,ATL,91,ORL,101
Sun Mar 17 2019,6:00p,CHI,102,SAC,129
Mon Mar 18 2019,7:30p,DEN,114,BOS,105
Mon Mar 18 2019,7:00p,DET,119,CLE,126
Mon Mar 18 2019,8:30p,NOP,129,DAL,125
Mon Mar 18 2019,8:00p,MIA,116,OKC,107
Mon Mar 18 2019,10:00p,CHI,116,PHO,101
Mon Mar 18 2019,10:30p,IND,98,POR,106
Mon Mar 18 2019,8:00p,GSW,105,SAS,111
Mon Mar 18 2019,7:30p,NYK,92,TOR,128
Mon Mar 18 2019,7:00p,UTA,116,WAS,95
Tue Mar 19 2019,7:30p,HOU,121,ATL,105
Tue Mar 19 2019,7:00p,PHI,118,CHO,114
Tue Mar 19 2019,10:30p,IND,109,LAC,115
Tue Mar 19 2019,8:00p,LAL,101,MIL,115
Tue Mar 19 2019,8:00p,GSW,117,MIN,107
Tue Mar 19 2019,10:00p,BRK,123,SAC,121
Wed Mar 20 2019,8:00p,WAS,120,CHI,126
Wed Mar 20 2019,7:00p,MIL,102,CLE,107
Wed Mar 20 2019,8:00p,HOU,125,MEM,126
Wed Mar 20 2019,7:30p,UTA,137,NYK,116
Wed Mar 20 2019,9:30p,TOR,123,OKC,114
Wed Mar 20 2019,7:00p,NOP,96,ORL,119
Wed Mar 20 2019,7:00p,BOS,115,PHI,118
Wed Mar 20 2019,10:00p,DAL,118,POR,126
Wed Mar 20 2019,8:30p,MIA,110,SAS,105
Thu Mar 21 2019,7:30p,UTA,114,ATL,117
Thu Mar 21 2019,7:00p,MIN,106,CHO,113
Thu Mar 21 2019,10:30p,IND,89,GSW,112
Thu Mar 21 2019,10:00p,DET,118,PHO,98
Thu Mar 21 2019,10:00p,DAL,100,SAC,116
Thu Mar 21 2019,7:00p,DEN,113,WAS,108
Fri Mar 22 2019,7:30p,LAC,110,CLE,108
Fri Mar 22 2019,8:00p,SAS,105,HOU,111
Fri Mar 22 2019,10:30p,BRK,111,LAL,106
Fri Mar 22 2019,8:30p,MIA,87,MIL,116
Fri Mar 22 2019,7:30p,DEN,111,NYK,93
Fri Mar 22 2019,7:00p,MEM,119,ORL,123
Fri Mar 22 2019,7:30p,OKC,116,TOR,109
Sat Mar 23 2019,7:30p,PHI,127,ATL,129
Sat Mar 23 2019,8:00p,UTA,114,CHI,83
Sat Mar 23 2019,6:00p,BOS,117,CHO,124
Sat Mar 23 2019,8:30p,DAL,126,GSW,91
Sat Mar 23 2019,8:00p,MIN,112,MEM,99
Sat Mar 23 2019,10:00p,DET,112,POR,117
Sat Mar 23 2019,10:00p,PHO,103,SAC,112
Sat Mar 23 2019,7:00p,MIA,113,WAS,108
Sun Mar 24 2019,7:30p,SAS,115,BOS,96
Sun Mar 24 2019,8:30p,DET,114,GSW,121
Sun Mar 24 2019,5:00p,DEN,88,IND,124
Sun Mar 24 2019,9:30p,SAC,106,LAL,111
Sun Mar 24 2019,4:30p,CLE,105,MIL,127
Sun Mar 24 2019,7:00p,HOU,113,NOP,90
Sun Mar 24 2019,12:00p,LAC,124,NYK,113
Sun Mar 24 2019,6:00p,CHO,115,TOR,114
Mon Mar 25 2019,8:00p,OKC,103,MEM,115
Mon Mar 25 2019,7:00p,PHI,98,ORL,119
Mon Mar 25 2019,10:00p,BRK,144,POR,148
Mon Mar 25 2019,9:00p,PHO,92,UTA,125
Tue Mar 26 2019,7:00p,SAS,116,CHO,125
Tue Mar 26 2019,7:00p,BOS,116,CLE,106
Tue Mar 26 2019,8:30p,SAC,125,DAL,121
Tue Mar 26 2019,9:00p,DET,92,DEN,95
Tue Mar 26 2019,10:30p,WAS,106,LAL,124
Tue Mar 26 2019,7:30p,ORL,104,MIA,99
Tue Mar 26 2019,8:00p,HOU,94,MIL,108
Tue Mar 26 2019,8:00p,LAC,122,MIN,111
Tue Mar 26 2019,8:00p,ATL,130,NOP,120
Tue Mar 26 2019,7:30p,CHI,103,TOR,112
Wed Mar 27 2019,8:00p,POR,118,CHI,98
Wed Mar 27 2019,8:00p,GSW,118,MEM,103
Wed Mar 27 2019,8:00p,IND,99,OKC,107
Wed Mar 27 2019,10:00p,WAS,124,PHO,121
Wed Mar 27 2019,10:30p,LAL,100,UTA,115
Thu Mar 28 2019,7:00p,ORL,98,DET,115
Thu Mar 28 2019,8:00p,DEN,85,HOU,112
Thu Mar 28 2019,7:30p,DAL,99,MIA,105
Thu Mar 28 2019,8:00p,LAC,118,MIL,128
Thu Mar 28 2019,8:00p,SAC,118,NOP,121
Thu Mar 28 2019,7:30p,TOR,117,NYK,92
Thu Mar 28 2019,7:00p,BRK,110,PHI,123
Thu Mar 28 2019,8:30p,CLE,110,SAS,116
Fri Mar 29 2019,7:30p,POR,118,ATL,98
Fri Mar 29 2019,7:00p,IND,112,BOS,114
Fri Mar 29 2019,10:30p,CHO,115,LAL,129
Fri Mar 29 2019,8:00p,GSW,130,MIN,131
Fri Mar 29 2019,8:00p,DEN,115,OKC,105
Fri Mar 29 2019,9:00p,WAS,124,UTA,128
Sat Mar 30 2019,6:00p,BOS,96,BRK,110
Sat Mar 30 2019,8:00p,TOR,124,CHI,101
Sat Mar 30 2019,7:00p,POR,90,DET,99
Sat Mar 30 2019,6:00p,SAC,108,HOU,119
Sat Mar 30 2019,7:00p,ORL,121,IND,116
Sat Mar 30 2019,3:30p,CLE,108,LAC,132
Sat Mar 30 2019,8:00p,PHI,118,MIN,109
Sat Mar 30 2019,7:30p,MIA,100,NYK,92
Sat Mar 30 2019,10:00p,MEM,120,PHO,115
Sun Mar 31 2019,12:30p,MIL,135,ATL,136
Sun Mar 31 2019,8:00p,WAS,95,DEN,90
Sun Mar 31 2019,8:30p,CHO,90,GSW,137
Sun Mar 31 2019,10:30p,MEM,96,LAC,113
Sun Mar 31 2019,6:00p,LAL,130,NOP,102
Sun Mar 31 2019,3:30p,DAL,106,OKC,103
Sun Mar 31 2019,7:00p,SAC,113,SAS,106
Mon Apr 1 2019,7:30p,MIA,105,BOS,110
Mon Apr 1 2019,7:30p,MIL,131,BRK,121
Mon Apr 1 2019,8:30p,PHI,102,DAL,122
Mon Apr 1 2019,7:00p,DET,102,IND,111
Mon Apr 1 2019,8:00p,POR,132,MIN,122
Mon Apr 1 2019,7:30p,CHI,105,NYK,113
Mon Apr 1 2019,10:00p,CLE,113,PHO,122
Mon Apr 1 2019,7:30p,ORL,109,TOR,121
Mon Apr 1 2019,9:00p,CHO,102,UTA,111
Tue Apr 2 2019,10:30p,DEN,102,GSW,116
Tue Apr 2 2019,8:00p,LAL,103,OKC,119
Tue Apr 2 2019,10:00p,HOU,130,SAC,105
Tue Apr 2 2019,8:30p,ATL,111,SAS,117
Wed Apr 3 2019,7:30p,PHI,122,ATL,130
Wed Apr 3 2019,7:30p,TOR,115,BRK,105
Wed Apr 3 2019,8:30p,MIN,110,DAL,108
Wed Apr 3 2019,9:00p,SAS,85,DEN,113
Wed Apr 3 2019,7:00p,IND,108,DET,89
Wed Apr 3 2019,10:30p,HOU,135,LAC,103
Wed Apr 3 2019,7:30p,BOS,112,MIA,102
Wed Apr 3 2019,8:00p,CHO,115,NOP,109
Wed Apr 3 2019,7:00p,NYK,100,ORL,114
Wed Apr 3 2019,10:00p,UTA,118,PHO,97
Wed Apr 3 2019,10:00p,MEM,89,POR,116
Wed Apr 3 2019,7:00p,CHI,115,WAS,114
Thu Apr 4 2019,10:30p,GSW,108,LAL,90
Thu Apr 4 2019,8:00p,MIL,128,PHI,122
Thu Apr 4 2019,10:00p,CLE,104,SAC,117
Fri Apr 5 2019,7:00p,TOR,111,CHO,113
Fri Apr 5 2019,8:30p,MEM,122,DAL,112
Fri Apr 5 2019,10:30p,POR,110,DEN,119
Fri Apr 5 2019,10:30p,CLE,114,GSW,120
Fri Apr 5 2019,8:00p,NYK,96,HOU,120
Fri Apr 5 2019,8:00p,BOS,117,IND,97
Fri Apr 5 2019,10:30p,LAL,122,LAC,117
Fri Apr 5 2019,8:00p,MIA,109,MIN,111
Fri Apr 5 2019,8:00p,DET,110,OKC,123
Fri Apr 5 2019,7:00p,ATL,113,ORL,149
Fri Apr 5 2019,10:00p,NOP,126,PHO,133
Fri Apr 5 2019,9:00p,SAC,98,UTA,119
Fri Apr 5 2019,7:00p,SAS,129,WAS,112
Sat Apr 6 2019,8:00p,PHI,116,CHI,96
Sat Apr 6 2019,5:00p,BRK,133,MIL,128
Sun Apr 7 2019,7:30p,ORL,116,BOS,108
Sun Apr 7 2019,3:00p,SAS,112,CLE,90
Sun Apr 7 2019,4:00p,CHO,104,DET,91
Sun Apr 7 2019,8:30p,LAC,104,GSW,131
Sun Apr 7 2019,7:00p,PHO,113,HOU,149
Sun Apr 7 2019,5:00p,BRK,108,IND,96
Sun Apr 7 2019,9:30p,UTA,109,LAL,113
Sun Apr 7 2019,6:00p,DAL,129,MEM,127
Sun Apr 7 2019,7:00p,ATL,107,MIL,115
Sun Apr 7 2019,3:30p,OKC,132,MIN,126
Sun Apr 7 2019,7:30p,WAS,110,NYK,113
Sun Apr 7 2019,9:00p,DEN,108,POR,115
Sun Apr 7 2019,9:00p,NOP,133,SAC,129
Sun Apr 7 2019,12:00p,MIA,109,TOR,117
Tue Apr 9 2019,8:00p,NYK,96,CHI,86
Tue Apr 9 2019,7:00p,CHO,124,CLE,97
Tue Apr 9 2019,8:30p,PHO,109,DAL,120
Tue Apr 9 2019,7:00p,MEM,93,DET,100
Tue Apr 9 2019,10:30p,POR,104,LAL,101
Tue Apr 9 2019,7:30p,PHI,99,MIA,122
Tue Apr 9 2019,8:00p,TOR,120,MIN,100
Tue Apr 9 2019,8:00p,GSW,112,NOP,103
Tue Apr 9 2019,9:30p,HOU,111,OKC,112
Tue Apr 9 2019,9:00p,DEN,108,UTA,118
Tue Apr 9 2019,7:00p,BOS,116,WAS,110
Wed Apr 10 2019,8:00p,IND,135,ATL,134
Wed Apr 10 2019,8:00p,MIA,94,BRK,113
Wed Apr 10 2019,8:00p,ORL,122,CHO,114
Wed Apr 10 2019,10:30p,MIN,95,DEN,99
Wed Apr 10 2019,10:30p,UTA,137,LAC,143
Wed Apr 10 2019,8:00p,GSW,117,MEM,132
Wed Apr 10 2019,8:00p,OKC,127,MIL,116
Wed Apr 10 2019,8:00p,DET,115,NYK,89
Wed Apr 10 2019,8:00p,CHI,109,PHI,125
Wed Apr 10 2019,10:30p,SAC,131,POR,136
Wed Apr 10 2019,8:00p,DAL,94,SAS,105
Sat Apr 13 2019,10:30p,SAS,101,DEN,96
Sat Apr 13 2019,8:00p,LAC,104,GSW,121
Sat Apr 13 2019,2:30p,BRK,111,PHI,102
Sat Apr 13 2019,5:00p,ORL,104,TOR,101
Sun Apr 14 2019,1:00p,IND,74,BOS,84
Sun Apr 14 2019,9:30p,UTA,90,HOU,122
Sun Apr 14 2019,7:00p,DET,86,MIL,121
Sun Apr 14 2019,3:30p,OKC,99,POR,104
Mon Apr 15 2019,10:30p,LAC,135,GSW,131
Mon Apr 15 2019,8:00p,BRK,123,PHI,145
Tue Apr 16 2019,9:00p,SAS,105,DEN,114
Tue Apr 16 2019,10:30p,OKC,94,POR,114
Tue Apr 16 2019,8:00p,ORL,82,TOR,111
Wed Apr 17 2019,7:00p,IND,91,BOS,99
Wed Apr 17 2019,9:30p,UTA,98,HOU,118
Wed Apr 17 2019,8:00p,DET,99,MIL,120
Thu Apr 18 2019,8:00p,PHI,131,BRK,115
Thu Apr 18 2019,10:30p,GSW,132,LAC,105
Thu Apr 18 2019,9:00p,DEN,108,SAS,118
Fri Apr 19 2019,8:30p,BOS,104,IND,96
Fri Apr 19 2019,9:30p,POR,108,OKC,120
Fri Apr 19 2019,7:00p,TOR,98,ORL,93
Sat Apr 20 2019,3:00p,PHI,112,BRK,108
Sat Apr 20 2019,8:00p,MIL,119,DET,103
Sat Apr 20 2019,5:30p,DEN,117,SAS,103
Sat Apr 20 2019,10:30p,HOU,104,UTA,101
Sun Apr 21 2019,1:00p,BOS,110,IND,106
Sun Apr 21 2019,3:30p,GSW,113,LAC,105
Sun Apr 21 2019,9:30p,POR,111,OKC,98
Sun Apr 21 2019,7:00p,TOR,107,ORL,85
Mon Apr 22 2019,8:00p,MIL,127,DET,104
Mon Apr 22 2019,10:30p,HOU,91,UTA,107
Tue Apr 23 2019,9:30p,SAS,90,DEN,108
Tue Apr 23 2019,8:00p,BRK,100,PHI,122
Tue Apr 23 2019,10:30p,OKC,115,POR,118
Tue Apr 23 2019,7:00p,ORL,96,TOR,115
Wed Apr 24 2019,10:30p,LAC,129,GSW,121
Wed Apr 24 2019,8:00p,UTA,93,HOU,100
Thu Apr 25 2019,8:00p,DEN,103,SAS,120
Fri Apr 26 2019,10:00p,GSW,129,LAC,110
Sat Apr 27 2019,10:00p,SAS,86,DEN,90
Sat Apr 27 2019,7:30p,PHI,95,TOR,108
Sun Apr 28 2019,3:30p,HOU,100,GSW,104
Sun Apr 28 2019,1:00p,BOS,112,MIL,90
Mon Apr 29 2019,10:30p,POR,113,DEN,121
Mon Apr 29 2019,8:00p,PHI,94,TOR,89
Tue Apr 30 2019,10:30p,HOU,109,GSW,115
Tue Apr 30 2019,8:00p,BOS,102,MIL,123
Wed May 1 2019,9:00p,POR,97,DEN,90
Thu May 2 2019,8:00p,TOR,95,PHI,116
Fri May 3 2019,8:00p,MIL,123,BOS,116
Fri May 3 2019,10:30p,DEN,137,POR,140
Sat May 4 2019,8:30p,GSW,121,HOU,126
Sun May 5 2019,3:30p,TOR,101,PHI,96
Sun May 5 2019,7:00p,DEN,116,POR,112
Mon May 6 2019,7:00p,MIL,113,BOS,101
Mon May 6 2019,9:30p,GSW,108,HOU,112
Tue May 7 2019,10:30p,POR,98,DEN,124
Tue May 7 2019,8:00p,PHI,89,TOR,125
Wed May 8 2019,10:30p,HOU,99,GSW,104
Wed May 8 2019,8:00p,BOS,91,MIL,116
Thu May 9 2019,8:00p,TOR,101,PHI,112
Thu May 9 2019,10:30p,DEN,108,POR,119
Fri May 10 2019,9:00p,GSW,118,HOU,113
Sun May 12 2019,3:30p,POR,100,DEN,96
Sun May 12 2019,7:00p,PHI,90,TOR,92
Tue May 14 2019,9:00p,POR,94,GSW,116
Wed May 15 2019,8:30p,TOR,100,MIL,108
Thu May 16 2019,9:00p,POR,111,GSW,114
Fri May 17 2019,8:30p,TOR,103,MIL,125
Sat May 18 2019,9:00p,GSW,110,POR,99
Sun May 19 2019,7:00p,MIL,112,TOR,118
Mon May 20 2019,9:00p,GSW,119,POR,117
Tue May 21 2019,8:30p,MIL,102,TOR,120
Thu May 23 2019,8:30p,TOR,105,MIL,99
Sat May 25 2019,8:30p,MIL,94,TOR,100
Thu May 30 2019,9:00p,GSW,109,TOR,118
Sun Jun 2 2019,8:00p,GSW,109,TOR,104
Wed Jun 5 2019,9:00p,TOR,123,GSW,109
Fri Jun 7 2019,9:00p,TOR,105,GSW,92
Mon Jun 10 2019,9:00p,GSW,106,TOR,105
Thu Jun 13 2019,9:00p,TOR,114,GSW,110
