,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
76231,21701145,2018-04-01,SAS vs. HOU,1610612745,f,L,62.0,15.0,0.805,240,26.0,77.0,0.33799999999999997,7.0,31.0,0.226,24.0,29.0,1.0,8.0,34.0,42,12.0,3.0,3.0,9.0,19.0,83,1610612759,2017,Regular Season,2017-18
76232,21701132,2018-03-30,PHX @ HOU,1610612745,t,W,62.0,14.0,0.816,240,35.0,81.0,0.43200000000000005,14.0,38.0,0.368,20.0,29.0,1.0,8.0,31.0,39,22.0,9.0,7.0,10.0,12.0,104,1610612756,2017,Regular Season,2017-18
76233,21701111,2018-03-27,CHI @ HOU,1610612745,t,W,61.0,14.0,0.813,240,41.0,93.0,0.441,18.0,57.0,0.316,18.0,21.0,1.0,9.0,37.0,46,28.0,15.0,6.0,10.0,12.0,118,1610612741,2017,Regular Season,2017-18
76234,21701074,2018-03-22,DET @ HOU,1610612745,t,W,58.0,14.0,0.8059999999999999,265,35.0,99.0,0.354,12.0,51.0,0.235,18.0,28.0,1.0,12.0,40.0,52,19.0,9.0,3.0,12.0,19.0,100,1610612765,2017,Regular Season,2017-18
76235,21701023,2018-03-15,LAC @ HOU,1610612745,t,W,54.0,14.0,0.794,240,35.0,90.0,0.389,12.0,41.0,0.293,19.0,23.0,1.0,16.0,34.0,50,20.0,4.0,9.0,11.0,13.0,101,1610612746,2017,Regular Season,2017-18
76236,21700979,2018-03-09,TOR vs. HOU,1610612745,f,L,51.0,14.0,0.785,240,40.0,81.0,0.494,9.0,27.0,0.33299999999999996,16.0,23.0,1.0,7.0,29.0,36,15.0,9.0,3.0,13.0,13.0,105,1610612761,2017,Regular Season,2017-18
76237,21700905,2018-02-26,UTA vs. HOU,1610612745,f,W,47.0,13.0,0.7829999999999999,240,34.0,79.0,0.43,9.0,33.0,0.273,19.0,25.0,1.0,9.0,31.0,40,15.0,15.0,2.0,15.0,21.0,96,1610612762,2017,Regular Season,2017-18
76238,21700626,2018-01-12,PHX vs. HOU,1610612745,f,W,30.0,11.0,0.732,240,39.0,94.0,0.415,15.0,47.0,0.319,19.0,22.0,1.0,14.0,39.0,53,18.0,11.0,4.0,11.0,14.0,112,1610612756,2017,Regular Season,2017-18
76240,21700521,2017-12-29,WAS vs. HOU,1610612745,f,L,25.0,9.0,0.735,240,38.0,89.0,0.42700000000000005,14.0,48.0,0.292,13.0,16.0,1.0,8.0,27.0,35,15.0,11.0,2.0,14.0,13.0,103,1610612764,2017,Regular Season,2017-18
76241,21700308,2017-11-29,IND @ HOU,1610612745,t,W,17.0,4.0,0.81,240,42.0,86.0,0.488,18.0,40.0,0.45,16.0,21.0,1.0,10.0,39.0,49,26.0,9.0,0.0,15.0,10.0,118,1610612754,2017,Regular Season,2017-18
76245,41700316,2018-05-26,GSW vs. HOU,1610612745,f,L,3.0,3.0,0.5,240,31.0,77.0,0.40299999999999997,15.0,39.0,0.385,9.0,17.0,1.0,7.0,31.0,38,13.0,8.0,2.0,21.0,16.0,86,1610612744,2017,Playoffs,2017-18
76246,41700144,2018-04-23,MIN vs. HOU,1610612745,f,W,3.0,1.0,0.75,240,40.0,92.0,0.435,16.0,43.0,0.37200000000000005,23.0,26.0,1.0,10.0,36.0,46,20.0,11.0,6.0,6.0,17.0,119,1610612750,2017,Playoffs,2017-18
76247,21701206,2018-04-09,OKC @ MIA,1610612748,t,L,43.0,38.0,0.531,240,40.0,87.0,0.46,5.0,22.0,0.22699999999999998,8.0,14.0,1.0,8.0,35.0,43,21.0,6.0,4.0,15.0,24.0,93,1610612760,2017,Regular Season,2017-18
76248,21701186,2018-04-06,NYK vs. MIA,1610612748,f,L,43.0,37.0,0.5379999999999999,240,35.0,88.0,0.39799999999999996,7.0,27.0,0.259,21.0,22.0,1.0,7.0,35.0,42,20.0,7.0,5.0,12.0,19.0,98,1610612752,2017,Regular Season,2017-18
76249,21701158,2018-04-03,ATL @ MIA,1610612748,t,W,42.0,36.0,0.5379999999999999,240,41.0,91.0,0.451,8.0,33.0,0.242,11.0,13.0,1.0,11.0,35.0,46,22.0,10.0,8.0,14.0,16.0,101,1610612737,2017,Regular Season,2017-18
76250,21701125,2018-03-29,CHI @ MIA,1610612748,t,W,41.0,35.0,0.539,240,37.0,82.0,0.451,7.0,27.0,0.259,22.0,24.0,1.0,7.0,37.0,44,20.0,7.0,7.0,17.0,23.0,103,1610612741,2017,Regular Season,2017-18
76251,21701068,2018-03-21,NYK @ MIA,1610612748,t,W,39.0,33.0,0.542,240,45.0,81.0,0.556,15.0,34.0,0.441,14.0,19.0,1.0,5.0,27.0,32,31.0,9.0,2.0,7.0,17.0,119,1610612752,2017,Regular Season,2017-18
76252,21700988,2018-03-10,WAS @ MIA,1610612748,t,W,36.0,31.0,0.537,240,52.0,88.0,0.591,10.0,28.0,0.35700000000000004,15.0,21.0,1.0,5.0,37.0,42,27.0,9.0,5.0,10.0,25.0,129,1610612764,2017,Regular Season,2017-18
76253,21700879,2018-02-23,NOP vs. MIA,1610612748,f,L,30.0,29.0,0.508,265,50.0,108.0,0.46299999999999997,6.0,18.0,0.33299999999999996,17.0,26.0,1.0,13.0,45.0,58,26.0,12.0,5.0,13.0,23.0,123,1610612740,2017,Regular Season,2017-18
76254,21700855,2018-02-14,PHI vs. MIA,1610612748,f,L,30.0,28.0,0.517,240,35.0,77.0,0.455,11.0,27.0,0.40700000000000003,21.0,29.0,1.0,3.0,26.0,29,23.0,9.0,5.0,10.0,21.0,102,1610612755,2017,Regular Season,2017-18
76255,21700821,2018-02-09,MIL @ MIA,1610612748,t,W,30.0,26.0,0.536,240,32.0,88.0,0.364,10.0,26.0,0.385,17.0,18.0,1.0,13.0,38.0,51,16.0,7.0,7.0,16.0,21.0,91,1610612749,2017,Regular Season,2017-18
76256,21700792,2018-02-05,ORL @ MIA,1610612748,t,L,29.0,25.0,0.537,240,40.0,93.0,0.43,3.0,23.0,0.13,26.0,35.0,1.0,17.0,36.0,53,21.0,5.0,4.0,12.0,19.0,109,1610612753,2017,Regular Season,2017-18
76257,21700770,2018-02-02,PHI vs. MIA,1610612748,f,L,29.0,23.0,0.5579999999999999,240,34.0,87.0,0.391,12.0,37.0,0.324,17.0,26.0,1.0,16.0,33.0,49,20.0,3.0,5.0,11.0,16.0,97,1610612755,2017,Regular Season,2017-18
76258,21700568,2018-01-05,NYK @ MIA,1610612748,t,W,21.0,17.0,0.5529999999999999,265,38.0,94.0,0.40399999999999997,12.0,42.0,0.28600000000000003,19.0,20.0,1.0,15.0,29.0,44,24.0,10.0,5.0,14.0,19.0,107,1610612752,2017,Regular Season,2017-18
76259,21700558,2018-01-03,DET @ MIA,1610612748,t,W,20.0,17.0,0.541,240,43.0,84.0,0.512,17.0,34.0,0.5,8.0,11.0,1.0,7.0,34.0,41,29.0,6.0,3.0,12.0,16.0,111,1610612765,2017,Regular Season,2017-18
76260,21700531,2017-12-30,ORL vs. MIA,1610612748,f,W,19.0,17.0,0.528,240,45.0,88.0,0.511,12.0,24.0,0.5,15.0,18.0,1.0,11.0,29.0,40,24.0,6.0,2.0,8.0,17.0,117,1610612753,2017,Regular Season,2017-18
76270,21700456,2017-12-20,BOS vs. MIA,1610612748,f,W,16.0,15.0,0.516,240,33.0,75.0,0.44,10.0,28.0,0.35700000000000004,14.0,25.0,1.0,6.0,40.0,46,23.0,6.0,3.0,12.0,16.0,90,1610612738,2017,Regular Season,2017-18
76271,21700418,2017-12-15,CHA vs. MIA,1610612748,f,W,14.0,14.0,0.5,240,39.0,78.0,0.5,11.0,31.0,0.355,15.0,17.0,1.0,5.0,35.0,40,25.0,10.0,8.0,16.0,23.0,104,1610612766,2017,Regular Season,2017-18
76272,21700393,2017-12-11,MEM vs. MIA,1610612748,f,W,13.0,13.0,0.5,240,37.0,66.0,0.561,14.0,27.0,0.519,19.0,24.0,1.0,2.0,33.0,35,24.0,8.0,8.0,13.0,22.0,107,1610612763,2017,Regular Season,2017-18
76273,21700321,2017-12-01,CHA @ MIA,1610612748,t,W,11.0,11.0,0.5,240,39.0,80.0,0.488,14.0,35.0,0.4,13.0,21.0,1.0,9.0,30.0,39,25.0,8.0,4.0,21.0,24.0,105,1610612766,2017,Regular Season,2017-18
76274,21700235,2017-11-19,IND @ MIA,1610612748,t,L,7.0,9.0,0.43799999999999994,240,35.0,83.0,0.42200000000000004,13.0,37.0,0.35100000000000003,12.0,14.0,1.0,10.0,25.0,35,21.0,8.0,2.0,14.0,11.0,95,1610612754,2017,Regular Season,2017-18
76275,21700218,2017-11-17,WAS vs. MIA,1610612748,f,W,7.0,8.0,0.467,240,34.0,83.0,0.41,10.0,35.0,0.28600000000000003,13.0,18.0,1.0,10.0,42.0,52,21.0,6.0,7.0,15.0,19.0,91,1610612764,2017,Regular Season,2017-18
76276,21700175,2017-11-10,UTA vs. MIA,1610612748,f,W,6.0,6.0,0.5,240,30.0,77.0,0.39,10.0,25.0,0.4,14.0,18.0,1.0,7.0,41.0,48,10.0,9.0,6.0,19.0,20.0,84,1610612762,2017,Regular Season,2017-18
76277,21700078,,BOS @ MIA,1610612748,t,L,2.0,3.0,0.4,240,34.0,79.0,0.43,7.0,31.0,0.226,15.0,16.0,1.0,6.0,34.0,40,17.0,6.0,9.0,19.0,23.0,90,1610612738,2017,Regular Season,2017-18
76278,21700059,,SAS @ MIA,1610612748,t,L,2.0,2.0,0.5,240,37.0,80.0,0.46299999999999997,9.0,26.0,0.34600000000000003,17.0,18.0,1.0,4.0,28.0,32,19.0,6.0,2.0,9.0,25.0,100,1610612759,2017,Regular Season,2017-18
76279,21700042,,ATL @ MIA,1610612748,t,W,2.0,1.0,0.667,240,39.0,85.0,0.45899999999999996,14.0,37.0,0.37799999999999995,12.0,18.0,1.0,10.0,31.0,41,21.0,12.0,6.0,19.0,19.0,104,1610612737,2017,Regular Season,2017-18
76280,11700051,,CHA @ MIA,1610612748,t,W,2.0,2.0,0.5,240,40.0,81.0,0.494,11.0,28.0,0.39299999999999996,18.0,29.0,1.0,11.0,38.0,49,23.0,9.0,8.0,20.0,20.0,109,1610612766,2017,Pre Season,2017-18
76281,11700004,,ATL @ MIA,1610612748,t,W,1.0,0.0,1.0,240,36.0,74.0,0.486,9.0,27.0,0.33299999999999996,15.0,29.0,1.0,7.0,41.0,48,24.0,5.0,9.0,22.0,22.0,96,1610612737,2017,Pre Season,2017-18
76282,21701223,2018-04-11,PHI vs. MIL,1610612749,f,L,44.0,38.0,0.537,240,37.0,90.0,0.41100000000000003,7.0,25.0,0.28,14.0,16.0,1.0,10.0,33.0,43,22.0,6.0,5.0,20.0,17.0,95,1610612755,2017,Regular Season,2017-18
76283,21701050,2018-03-19,CLE vs. MIL,1610612749,f,L,37.0,33.0,0.529,240,45.0,88.0,0.511,8.0,31.0,0.258,19.0,20.0,1.0,8.0,24.0,32,26.0,11.0,7.0,15.0,23.0,117,1610612739,2017,Regular Season,2017-18
76284,21701041,2018-03-17,ATL @ MIL,1610612749,t,W,37.0,32.0,0.536,240,41.0,86.0,0.47700000000000004,11.0,25.0,0.44,29.0,32.0,1.0,9.0,35.0,44,31.0,12.0,8.0,12.0,24.0,122,1610612737,2017,Regular Season,2017-18
76285,21700981,2018-03-09,NYK @ MIL,1610612749,t,W,35.0,31.0,0.53,240,41.0,73.0,0.562,8.0,18.0,0.444,30.0,39.0,1.0,6.0,36.0,42,29.0,8.0,6.0,14.0,16.0,120,1610612752,2017,Regular Season,2017-18
76293,21700947,2018-03-04,PHI @ MIL,1610612749,t,W,34.0,29.0,0.54,240,47.0,95.0,0.495,10.0,23.0,0.435,14.0,22.0,1.0,16.0,22.0,38,27.0,15.0,4.0,13.0,24.0,118,1610612755,2017,Regular Season,2017-18
76294,21700821,2018-02-09,MIA vs. MIL,1610612749,f,L,30.0,24.0,0.556,240,32.0,76.0,0.42100000000000004,6.0,20.0,0.3,15.0,17.0,1.0,2.0,35.0,37,18.0,9.0,9.0,17.0,20.0,85,1610612748,2017,Regular Season,2017-18
76295,21700771,2018-02-02,NYK @ MIL,1610612749,t,W,28.0,23.0,0.5489999999999999,240,33.0,76.0,0.434,7.0,24.0,0.292,19.0,26.0,1.0,4.0,32.0,36,18.0,10.0,8.0,11.0,21.0,92,1610612752,2017,Regular Season,2017-18
76296,21700659,2018-01-17,MIA @ MIL,1610612749,t,L,23.0,21.0,0.523,240,33.0,76.0,0.434,11.0,28.0,0.39299999999999996,24.0,32.0,1.0,5.0,33.0,38,23.0,6.0,4.0,9.0,25.0,101,1610612748,2017,Regular Season,2017-18
76297,21700583,2018-01-06,WAS vs. MIL,1610612749,f,W,21.0,17.0,0.5529999999999999,240,39.0,80.0,0.488,7.0,22.0,0.318,25.0,30.0,1.0,10.0,35.0,45,20.0,11.0,6.0,15.0,26.0,110,1610612764,2017,Regular Season,2017-18
76298,21700571,2018-01-05,TOR @ MIL,1610612749,t,L,20.0,17.0,0.541,240,41.0,77.0,0.532,7.0,17.0,0.41200000000000003,21.0,29.0,1.0,5.0,23.0,28,26.0,4.0,4.0,11.0,23.0,110,1610612761,2017,Regular Season,2017-18
76299,21700034,,POR @ MIL,1610612749,t,W,2.0,1.0,0.667,240,42.0,80.0,0.525,7.0,18.0,0.389,22.0,30.0,1.0,7.0,28.0,35,22.0,9.0,8.0,14.0,23.0,113,1610612757,2017,Regular Season,2017-18
76300,11700020,,IND @ MIL,1610612749,t,L,0.0,2.0,0.0,240,31.0,80.0,0.38799999999999996,9.0,30.0,0.3,15.0,17.0,1.0,6.0,38.0,44,23.0,7.0,8.0,20.0,17.0,86,1610612754,2017,Pre Season,2017-18
76301,41700115,2018-04-24,BOS vs. MIL,1610612749,f,L,2.0,3.0,0.4,240,32.0,87.0,0.368,9.0,33.0,0.273,14.0,20.0,1.0,7.0,30.0,37,21.0,10.0,3.0,11.0,23.0,87,1610612738,2017,Playoffs,2017-18
76303,41700112,2018-04-17,BOS vs. MIL,1610612749,f,L,0.0,2.0,0.0,240,46.0,77.0,0.597,7.0,17.0,0.41200000000000003,7.0,17.0,0.0,7.0,31.0,38,19.0,3.0,4.0,15.0,19.0,106,1610612738,2017,Playoffs,2017-18
76304,41700111,2018-04-15,BOS vs. MIL,1610612749,f,L,0.0,1.0,0.0,265,40.0,83.0,0.48200000000000004,8.0,21.0,0.381,19.0,24.0,1.0,5.0,37.0,42,22.0,8.0,8.0,20.0,31.0,107,1610612738,2017,Playoffs,2017-18
81222,21600613,2017-01-16,NYK vs. ATL,1610612737,f,W,24.0,17.0,0.585,240,40.0,87.0,0.46,12.0,32.0,0.375,16.0,23.0,1.0,8.0,28.0,36,26.0,11.0,3.0,10.0,15.0,108,1610612752,2016,Regular Season,2016-17
81460,11600093,,ORL vs. NOP,1610612740,f,L,1.0,5.0,0.16699999999999998,265,41.0,96.0,0.42700000000000005,10.0,26.0,0.385,19.0,25.0,1.0,11.0,40.0,51,23.0,6.0,4.0,19.0,26.0,111,1610612753,2016,Pre Season,2016-17
81461,11600083,,ATL vs. NOP,1610612740,f,L,1.0,4.0,0.2,240,33.0,85.0,0.38799999999999996,7.0,24.0,0.292,16.0,20.0,1.0,7.0,37.0,44,20.0,11.0,3.0,17.0,27.0,89,1610612737,2016,Pre Season,2016-17
81462,11600052,,HOU @ NOP,1610612740,t,L,1.0,3.0,0.25,240,36.0,82.0,0.439,7.0,24.0,0.292,25.0,32.0,1.0,7.0,35.0,42,27.0,6.0,4.0,15.0,27.0,104,1610612745,2016,Pre Season,2016-17
81662,21601108,2017-03-28,GSW @ HOU,1610612745,t,L,51.0,23.0,0.6890000000000001,240,33.0,85.0,0.38799999999999996,5.0,31.0,0.161,35.0,39.0,1.0,10.0,28.0,38,20.0,9.0,2.0,14.0,14.0,106,1610612744,2016,Regular Season,2016-17
81990,21700062,,UTA @ PHX,1610612756,t,W,2.0,3.0,0.4,240,42.0,96.0,0.43799999999999994,6.0,19.0,0.316,7.0,9.0,1.0,16.0,39.0,55,18.0,8.0,5.0,16.0,25.0,97,1610612762,2017,Regular Season,2017-18
81991,21700037,,LAC vs. PHX,1610612756,f,L,0.0,3.0,0.0,240,27.0,71.0,0.38,6.0,24.0,0.25,28.0,38.0,1.0,4.0,32.0,36,19.0,8.0,3.0,19.0,27.0,88,1610612746,2017,Regular Season,2017-18
81992,21700026,,LAL @ PHX,1610612756,t,L,0.0,2.0,0.0,240,45.0,92.0,0.489,14.0,29.0,0.483,26.0,38.0,1.0,10.0,40.0,50,17.0,8.0,9.0,19.0,25.0,130,1610612747,2017,Regular Season,2017-18
82024,21700978,2018-03-09,IND vs. ATL,1610612737,f,L,20.0,46.0,0.303,240,34.0,82.0,0.415,10.0,33.0,0.303,9.0,10.0,1.0,6.0,29.0,35,21.0,11.0,4.0,18.0,13.0,87,1610612754,2017,Regular Season,2017-18
82124,21700045,,GSW @ DAL,1610612742,t,L,0.0,4.0,0.0,240,38.0,96.0,0.396,9.0,29.0,0.31,18.0,30.0,1.0,14.0,28.0,42,21.0,11.0,0.0,12.0,20.0,103,1610612744,2017,Regular Season,2017-18
82226,21701125,2018-03-29,MIA vs. CHI,1610612741,f,L,24.0,51.0,0.32,240,33.0,90.0,0.36700000000000005,6.0,26.0,0.231,20.0,26.0,1.0,14.0,36.0,50,19.0,10.0,5.0,18.0,19.0,92,1610612748,2017,Regular Season,2017-18
82227,21701111,2018-03-27,HOU vs. CHI,1610612741,f,L,24.0,50.0,0.324,240,34.0,89.0,0.382,8.0,37.0,0.21600000000000003,10.0,17.0,1.0,13.0,38.0,51,17.0,8.0,1.0,18.0,17.0,86,1610612745,2017,Regular Season,2017-18
82267,21700986,2018-03-09,CLE @ LAC,1610612746,t,W,35.0,29.0,0.547,240,43.0,89.0,0.483,11.0,28.0,0.39299999999999996,19.0,30.0,1.0,13.0,39.0,52,25.0,6.0,3.0,13.0,16.0,116,1610612739,2017,Regular Season,2017-18
82268,21700948,2018-03-04,BKN @ LAC,1610612746,t,W,34.0,28.0,0.5479999999999999,240,44.0,84.0,0.524,10.0,27.0,0.37,25.0,30.0,1.0,7.0,33.0,40,18.0,12.0,6.0,10.0,20.0,123,1610612751,2017,Regular Season,2017-18
82412,11700005,,WAS vs. GUA,15018,f,L,0.0,1.0,0.0,240,31.0,80.0,0.38799999999999996,2.0,17.0,0.11800000000000001,32.0,41.0,1.0,9.0,19.0,28,15.0,10.0,1.0,11.0,20.0,96,1610612764,2017,Pre Season,2017-18
82413,11700073,,PHX vs. BNE,15017,f,L,0.0,1.0,0.0,240,38.0,99.0,0.384,8.0,22.0,0.364,9.0,16.0,1.0,18.0,36.0,54,19.0,5.0,3.0,15.0,22.0,93,1610612756,2017,Pre Season,2017-18
83710,21600742,2017-02-02,WAS vs. LAL,1610612747,f,L,17.0,35.0,0.327,240,40.0,87.0,0.46,12.0,39.0,0.308,16.0,22.0,1.0,12.0,35.0,47,19.0,6.0,8.0,20.0,23.0,108,1610612764,2016,Regular Season,2016-17
83711,21600693,2017-01-26,UTA vs. LAL,1610612747,f,L,16.0,34.0,0.32,240,36.0,84.0,0.429,4.0,14.0,0.28600000000000003,12.0,13.0,1.0,10.0,38.0,48,13.0,5.0,2.0,12.0,24.0,88,1610612762,2016,Regular Season,2016-17
83712,21600662,2017-01-22,DAL vs. LAL,1610612747,f,L,16.0,32.0,0.33299999999999996,240,28.0,73.0,0.384,3.0,21.0,0.14300000000000002,14.0,17.0,1.0,5.0,27.0,32,11.0,3.0,4.0,17.0,20.0,73,1610612742,2016,Regular Season,2016-17
83713,21600626,2017-01-17,DEN @ LAL,1610612747,t,L,15.0,31.0,0.326,240,47.0,108.0,0.435,11.0,30.0,0.36700000000000005,16.0,18.0,1.0,20.0,23.0,43,28.0,11.0,5.0,12.0,21.0,121,1610612743,2016,Regular Season,2016-17
83714,21600928,2017-03-05,NYK vs. GSW,1610612744,f,W,51.0,11.0,0.823,240,40.0,88.0,0.455,13.0,35.0,0.371,19.0,23.0,1.0,11.0,24.0,35,21.0,11.0,3.0,8.0,18.0,112,1610612752,2016,Regular Season,2016-17
83715,21600906,2017-03-02,CHI vs. GSW,1610612744,f,L,50.0,11.0,0.82,240,34.0,88.0,0.386,6.0,30.0,0.2,13.0,14.0,1.0,6.0,35.0,41,23.0,10.0,6.0,15.0,18.0,87,1610612741,2016,Regular Season,2016-17
83716,21600873,2017-02-25,BKN @ GSW,1610612744,t,W,49.0,9.0,0.845,240,42.0,100.0,0.42,11.0,31.0,0.355,17.0,22.0,1.0,13.0,39.0,52,30.0,10.0,11.0,11.0,17.0,112,1610612751,2016,Regular Season,2016-17
83717,21600854,2017-02-23,LAC @ GSW,1610612744,t,W,48.0,9.0,0.8420000000000001,240,43.0,81.0,0.531,13.0,25.0,0.52,24.0,26.0,1.0,10.0,43.0,53,31.0,11.0,11.0,21.0,27.0,123,1610612746,2016,Regular Season,2016-17
83718,21600803,2017-02-10,MEM vs. GSW,1610612744,f,W,45.0,8.0,0.8490000000000001,240,39.0,77.0,0.506,15.0,33.0,0.455,29.0,38.0,1.0,5.0,29.0,34,31.0,14.0,13.0,12.0,26.0,122,1610612763,2016,Regular Season,2016-17
83719,21600707,2017-01-28,LAC @ GSW,1610612744,t,W,40.0,7.0,0.851,240,57.0,92.0,0.62,17.0,34.0,0.5,13.0,16.0,1.0,9.0,39.0,48,35.0,9.0,7.0,11.0,17.0,144,1610612746,2016,Regular Season,2016-17
83720,21600924,2017-03-04,MEM @ HOU,1610612745,t,W,44.0,19.0,0.698,240,39.0,78.0,0.5,18.0,42.0,0.429,27.0,36.0,1.0,10.0,33.0,43,25.0,10.0,4.0,14.0,20.0,123,1610612763,2016,Regular Season,2016-17
83721,21600787,2017-02-08,MIL vs. MIA,1610612748,f,W,23.0,30.0,0.434,240,41.0,86.0,0.47700000000000004,11.0,33.0,0.33299999999999996,13.0,18.0,1.0,14.0,34.0,48,23.0,5.0,5.0,15.0,21.0,106,1610612749,2016,Regular Season,2016-17
83722,21600719,2017-01-30,BKN @ MIA,1610612748,t,W,19.0,30.0,0.38799999999999996,240,39.0,82.0,0.47600000000000003,11.0,26.0,0.423,15.0,23.0,1.0,5.0,29.0,34,22.0,9.0,8.0,11.0,18.0,104,1610612751,2016,Regular Season,2016-17
83723,21600912,2017-03-03,LAC @ MIL,1610612749,t,W,27.0,33.0,0.45,240,44.0,80.0,0.55,10.0,25.0,0.4,14.0,15.0,1.0,3.0,22.0,25,35.0,11.0,4.0,10.0,27.0,112,1610612746,2016,Regular Season,2016-17
83724,21600899,2017-03-01,DEN @ MIL,1610612749,t,L,26.0,33.0,0.441,240,38.0,83.0,0.45799999999999996,9.0,18.0,0.5,13.0,15.0,1.0,10.0,24.0,34,26.0,8.0,5.0,13.0,19.0,98,1610612743,2016,Regular Season,2016-17
83725,21701220,2018-04-11,NYK @ CLE,1610612739,t,L,50.0,32.0,0.61,240,37.0,94.0,0.39399999999999996,6.0,24.0,0.25,18.0,28.0,1.0,17.0,31.0,48,15.0,9.0,3.0,14.0,15.0,98,1610612752,2017,Regular Season,2017-18
83726,21701207,2018-04-09,NYK vs. CLE,1610612739,f,W,50.0,31.0,0.617,240,40.0,85.0,0.47100000000000003,19.0,45.0,0.42200000000000004,24.0,28.0,1.0,7.0,35.0,42,29.0,9.0,2.0,10.0,15.0,123,1610612752,2017,Regular Season,2017-18
83727,21701183,2018-04-06,PHI vs. CLE,1610612739,f,L,49.0,31.0,0.613,240,45.0,87.0,0.517,16.0,34.0,0.47100000000000003,24.0,33.0,1.0,8.0,33.0,41,24.0,6.0,2.0,15.0,20.0,130,1610612755,2017,Regular Season,2017-18
83728,21700797,2018-02-06,ORL vs. CLE,1610612739,f,L,30.0,22.0,0.5770000000000001,240,36.0,84.0,0.429,12.0,37.0,0.324,14.0,20.0,1.0,9.0,27.0,36,19.0,4.0,4.0,14.0,24.0,98,1610612753,2017,Regular Season,2017-18
83729,21700834,2018-02-11,DET @ ATL,1610612737,t,W,18.0,39.0,0.316,240,38.0,78.0,0.48700000000000004,10.0,29.0,0.345,32.0,37.0,1.0,4.0,31.0,35,27.0,10.0,3.0,13.0,26.0,118,1610612765,2017,Regular Season,2017-18
83730,21700819,2018-02-09,CLE @ ATL,1610612737,t,L,17.0,39.0,0.304,240,37.0,83.0,0.446,16.0,44.0,0.364,17.0,19.0,1.0,6.0,36.0,42,20.0,4.0,4.0,12.0,18.0,107,1610612739,2017,Regular Season,2017-18
83731,21700767,2018-02-02,BOS vs. ATL,1610612737,f,L,15.0,37.0,0.28800000000000003,240,34.0,80.0,0.425,11.0,31.0,0.355,31.0,34.0,1.0,4.0,32.0,36,21.0,6.0,4.0,12.0,18.0,110,1610612738,2017,Regular Season,2017-18
83732,11700021,,UTA vs. MAC,93,f,L,0.0,1.0,0.0,240,28.0,93.0,0.301,10.0,34.0,0.294,12.0,21.0,1.0,15.0,28.0,43,19.0,10.0,2.0,18.0,23.0,78,1610612762,2017,Pre Season,2017-18
83733,21700726,2018-01-27,ATL vs. WAS,1610612764,f,W,27.0,22.0,0.551,240,49.0,85.0,0.5760000000000001,18.0,32.0,0.563,13.0,14.0,1.0,7.0,31.0,38,40.0,7.0,6.0,12.0,21.0,129,1610612737,2017,Regular Season,2017-18
83734,21700693,2018-01-22,DAL vs. WAS,1610612764,f,L,26.0,21.0,0.5529999999999999,240,26.0,86.0,0.302,7.0,32.0,0.21899999999999997,16.0,27.0,1.0,17.0,30.0,47,15.0,7.0,5.0,12.0,18.0,75,1610612742,2017,Regular Season,2017-18
83735,21700653,2018-01-17,CHA vs. WAS,1610612764,f,L,25.0,20.0,0.556,240,40.0,82.0,0.488,13.0,23.0,0.565,16.0,23.0,1.0,7.0,33.0,40,31.0,3.0,7.0,16.0,23.0,109,1610612766,2017,Regular Season,2017-18
83736,21700583,2018-01-06,MIL @ WAS,1610612764,t,L,23.0,17.0,0.575,240,37.0,78.0,0.474,8.0,21.0,0.381,21.0,29.0,1.0,4.0,30.0,34,25.0,6.0,6.0,14.0,22.0,103,1610612749,2017,Regular Season,2017-18
83737,21700805,2018-02-07,BKN @ DET,1610612765,t,W,27.0,26.0,0.509,240,44.0,92.0,0.478,9.0,24.0,0.375,18.0,25.0,1.0,8.0,38.0,46,20.0,10.0,3.0,7.0,12.0,115,1610612751,2017,Regular Season,2017-18
83739,21700790,2018-02-05,POR @ DET,1610612765,t,W,26.0,26.0,0.5,240,44.0,88.0,0.5,15.0,30.0,0.5,8.0,12.0,1.0,10.0,41.0,51,36.0,7.0,4.0,14.0,14.0,111,1610612757,2017,Regular Season,2017-18
83740,21700685,2018-01-21,BKN @ DET,1610612765,t,L,22.0,23.0,0.489,240,38.0,90.0,0.42200000000000004,9.0,29.0,0.31,15.0,17.0,1.0,7.0,36.0,43,21.0,3.0,4.0,6.0,19.0,100,1610612751,2017,Regular Season,2017-18
83741,21700632,2018-01-13,CHI vs. DET,1610612765,f,L,22.0,19.0,0.537,240,41.0,92.0,0.446,12.0,29.0,0.414,11.0,14.0,1.0,13.0,32.0,45,28.0,8.0,7.0,12.0,11.0,105,1610612741,2017,Regular Season,2017-18
83742,21700606,2018-01-10,BKN vs. DET,1610612765,f,W,22.0,18.0,0.55,240,48.0,93.0,0.516,10.0,21.0,0.47600000000000003,8.0,12.0,1.0,11.0,43.0,54,24.0,10.0,4.0,13.0,14.0,114,1610612751,2017,Regular Season,2017-18
