,Unnamed: 0,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
2207,44246,21700853,2018-02-14,ATL @ DET,DET,t,W,28.0,29.0,0.491,240,35.0,83.0,0.422,13.0,33.0,0.394,21.0,25.0,1.0,10.0,37.0,47,26.0,3.0,5.0,16.0,18.0,104,ATL,2017,Regular Season,2017-18
2208,44248,21700438,2017-12-17,ORL @ DET,DET,t,W,17.0,13.0,0.5670000000000001,240,42.0,89.0,0.472,17.0,34.0,0.5,13.0,16.0,1.0,7.0,32.0,39,27.0,11.0,3.0,13.0,17.0,114,ORL,2017,Regular Season,2017-18
2210,44254,21700368,2017-12-08,GSW @ DET,DET,t,L,14.0,11.0,0.56,240,38.0,92.0,0.413,12.0,27.0,0.444,10.0,19.0,1.0,15.0,34.0,49,20.0,8.0,2.0,11.0,17.0,98,GSW,2017,Regular Season,2017-18
2212,44256,21700242,2017-11-20,CLE @ DET,DET,t,L,11.0,6.0,0.647,240,34.0,77.0,0.442,13.0,30.0,0.433,7.0,13.0,1.0,7.0,27.0,34,23.0,7.0,2.0,14.0,19.0,88,CLE,2017,Regular Season,2017-18
2214,44258,21700169,2017-11-10,ATL @ DET,DET,t,W,9.0,3.0,0.75,240,39.0,89.0,0.438,12.0,30.0,0.4,21.0,27.0,1.0,20.0,31.0,51,23.0,7.0,5.0,17.0,18.0,111,ATL,2017,Regular Season,2017-18
2215,44259,21700119,2017-11-03,MIL @ DET,DET,t,W,6.0,3.0,0.667,240,37.0,78.0,0.474,8.0,26.0,0.308,23.0,28.0,1.0,7.0,32.0,39,21.0,10.0,4.0,12.0,11.0,105,MIL,2017,Regular Season,2017-18
2216,44260,21700056,,MIN @ DET,DET,t,W,3.0,2.0,0.6,240,48.0,92.0,0.522,15.0,34.0,0.441,11.0,17.0,1.0,12.0,35.0,47,32.0,7.0,3.0,14.0,22.0,122,MIN,2017,Regular Season,2017-18
2218,44262,11700046,,IND @ DET,DET,t,W,2.0,1.0,0.667,240,43.0,87.0,0.494,10.0,26.0,0.385,11.0,17.0,1.0,10.0,27.0,37,28.0,8.0,3.0,7.0,14.0,107,IND,2017,Pre Season,2017-18
2220,44264,21701166,2018-04-03,LAL @ UTA,UTA,t,W,45.0,33.0,0.5770000000000001,240,43.0,89.0,0.483,14.0,33.0,0.424,17.0,27.0,1.0,14.0,33.0,47,29.0,10.0,5.0,14.0,22.0,117,LAL,2017,Regular Season,2017-18
2221,44265,21701135,2018-03-30,MEM @ UTA,UTA,t,W,43.0,33.0,0.5660000000000001,240,40.0,74.0,0.541,12.0,31.0,0.387,15.0,26.0,1.0,7.0,31.0,38,24.0,7.0,5.0,15.0,19.0,107,MEM,2017,Regular Season,2017-18
2223,44267,21701013,2018-03-13,DET @ UTA,UTA,t,W,38.0,30.0,0.5589999999999999,240,42.0,76.0,0.5529999999999999,13.0,34.0,0.382,13.0,23.0,1.0,11.0,41.0,52,29.0,10.0,5.0,22.0,22.0,110,DET,2017,Regular Season,2017-18
2225,44269,21700955,2018-03-05,ORL @ UTA,UTA,t,W,34.0,30.0,0.531,240,36.0,73.0,0.493,10.0,31.0,0.32299999999999995,12.0,18.0,1.0,6.0,42.0,48,23.0,8.0,7.0,15.0,22.0,94,ORL,2017,Regular Season,2017-18
2226,44270,21700890,2018-02-24,DAL @ UTA,UTA,t,W,31.0,29.0,0.517,240,34.0,85.0,0.4,9.0,32.0,0.281,20.0,26.0,1.0,9.0,35.0,44,26.0,6.0,3.0,11.0,19.0,97,DAL,2017,Regular Season,2017-18
2227,44271,21700882,2018-02-23,POR @ UTA,UTA,t,L,30.0,29.0,0.508,240,33.0,78.0,0.423,6.0,25.0,0.24,9.0,11.0,1.0,8.0,35.0,43,15.0,7.0,6.0,19.0,13.0,81,POR,2017,Regular Season,2017-18
2228,44272,21700824,2018-02-09,CHA @ UTA,UTA,t,W,27.0,28.0,0.491,240,41.0,84.0,0.488,10.0,29.0,0.345,14.0,17.0,1.0,7.0,42.0,49,29.0,5.0,7.0,12.0,17.0,106,CHO,2017,Regular Season,2017-18
2231,44277,21700751,2018-01-30,GSW @ UTA,UTA,t,W,22.0,28.0,0.44,240,53.0,91.0,0.5820000000000001,14.0,28.0,0.5,9.0,14.0,1.0,7.0,35.0,42,25.0,16.0,3.0,11.0,22.0,129,GSW,2017,Regular Season,2017-18
2234,44280,21700647,2018-01-15,IND @ UTA,UTA,t,L,17.0,26.0,0.395,240,36.0,81.0,0.444,9.0,33.0,0.273,13.0,17.0,1.0,9.0,29.0,38,11.0,11.0,7.0,13.0,12.0,94,IND,2017,Regular Season,2017-18
2236,44282,21700534,2017-12-30,CLE @ UTA,UTA,t,W,16.0,21.0,0.4320000000000001,240,38.0,82.0,0.463,10.0,31.0,0.32299999999999995,18.0,21.0,1.0,5.0,38.0,43,24.0,12.0,4.0,11.0,24.0,104,CLE,2017,Regular Season,2017-18
2238,44284,21700366,2017-12-07,HOU @ UTA,UTA,t,L,13.0,13.0,0.5,240,34.0,77.0,0.442,11.0,30.0,0.3670000000000001,22.0,27.0,1.0,4.0,28.0,32,17.0,10.0,5.0,13.0,21.0,101,HOU,2017,Regular Season,2017-18
2239,44285,21700325,2017-12-01,NOP @ UTA,UTA,t,W,12.0,11.0,0.522,240,42.0,85.0,0.494,12.0,30.0,0.4,18.0,25.0,1.0,8.0,38.0,46,25.0,7.0,3.0,7.0,15.0,114,NOP,2017,Regular Season,2017-18
2240,44286,21700301,2017-11-28,DEN @ UTA,UTA,t,W,10.0,11.0,0.476,240,42.0,87.0,0.483,14.0,32.0,0.438,8.0,9.0,1.0,9.0,34.0,43,24.0,7.0,6.0,11.0,20.0,106,DEN,2017,Regular Season,2017-18
2243,44289,21700187,2017-11-11,BKN @ UTA,UTA,t,W,6.0,7.0,0.462,240,41.0,85.0,0.482,11.0,29.0,0.379,21.0,25.0,1.0,12.0,32.0,44,19.0,12.0,3.0,16.0,29.0,114,BRK,2017,Regular Season,2017-18
2244,44290,21700156,2017-11-07,PHI @ UTA,UTA,t,L,5.0,6.0,0.455,240,30.0,99.0,0.303,9.0,39.0,0.231,28.0,35.0,1.0,14.0,31.0,45,15.0,14.0,6.0,12.0,23.0,97,PHI,2017,Regular Season,2017-18
2246,44292,21700010,,DEN @ UTA,UTA,t,W,1.0,0.0,1.0,240,41.0,81.0,0.506,9.0,24.0,0.375,15.0,16.0,1.0,6.0,30.0,36,28.0,9.0,5.0,15.0,18.0,106,DEN,2017,Regular Season,2017-18
2247,44293,41700223,2018-05-04,HOU @ UTA,UTA,t,L,1.0,2.0,0.333,240,35.0,84.0,0.417,11.0,29.0,0.379,11.0,15.0,1.0,5.0,38.0,43,17.0,3.0,4.0,16.0,19.0,92,HOU,2017,Playoffs,2017-18
2250,44296,21701092,2018-03-24,LAL @ MEM,MEM,t,L,19.0,54.0,0.26,240,35.0,84.0,0.417,5.0,29.0,0.172,18.0,22.0,1.0,11.0,32.0,43,20.0,7.0,6.0,10.0,21.0,93,LAL,2017,Regular Season,2017-18
2252,44298,21701040,2018-03-17,DEN @ MEM,MEM,t,W,19.0,50.0,0.275,240,33.0,81.0,0.407,13.0,32.0,0.406,22.0,28.0,1.0,14.0,33.0,47,21.0,5.0,9.0,11.0,20.0,101,DEN,2017,Regular Season,2017-18
2253,44299,21701002,2018-03-12,MIL @ MEM,MEM,t,L,18.0,49.0,0.269,240,42.0,89.0,0.472,9.0,27.0,0.333,10.0,19.0,1.0,10.0,21.0,31,27.0,6.0,5.0,9.0,23.0,103,MIL,2017,Regular Season,2017-18
2255,44301,21700931,2018-03-02,DEN @ MEM,MEM,t,L,18.0,43.0,0.295,240,40.0,91.0,0.44,10.0,27.0,0.37,12.0,15.0,1.0,17.0,23.0,40,26.0,14.0,3.0,20.0,23.0,102,DEN,2017,Regular Season,2017-18
2256,44302,21700918,2018-02-28,PHX @ MEM,MEM,t,L,18.0,42.0,0.3,240,33.0,87.0,0.379,13.0,31.0,0.419,23.0,28.0,1.0,11.0,37.0,48,23.0,8.0,8.0,20.0,29.0,102,PHO,2017,Regular Season,2017-18
2258,44304,21700878,2018-02-23,CLE @ MEM,MEM,t,L,18.0,39.0,0.316,240,33.0,84.0,0.393,9.0,24.0,0.375,14.0,18.0,1.0,5.0,32.0,37,22.0,10.0,4.0,21.0,25.0,89,CLE,2017,Regular Season,2017-18
2261,44307,21700718,2018-01-26,LAC @ MEM,MEM,t,L,17.0,31.0,0.354,240,39.0,81.0,0.481,8.0,27.0,0.29600000000000004,14.0,18.0,1.0,8.0,35.0,43,31.0,1.0,9.0,19.0,24.0,100,LAC,2017,Regular Season,2017-18
2262,44308,21700645,2018-01-15,LAL @ MEM,MEM,t,W,14.0,28.0,0.333,240,42.0,82.0,0.512,10.0,22.0,0.455,29.0,34.0,1.0,6.0,42.0,48,24.0,8.0,8.0,18.0,26.0,123,LAL,2017,Regular Season,2017-18
2264,44312,21700246,2017-11-20,POR @ MEM,MEM,t,L,7.0,9.0,0.438,240,33.0,86.0,0.384,8.0,30.0,0.267,18.0,23.0,1.0,5.0,30.0,35,23.0,6.0,9.0,8.0,26.0,92,POR,2017,Regular Season,2017-18
2265,44313,21700232,2017-11-18,HOU @ MEM,MEM,t,L,7.0,8.0,0.467,240,31.0,86.0,0.36,7.0,27.0,0.259,14.0,19.0,1.0,15.0,33.0,48,18.0,6.0,7.0,12.0,18.0,83,HOU,2017,Regular Season,2017-18
2267,44315,21700080,,HOU @ MEM,MEM,t,W,5.0,1.0,0.833,240,40.0,85.0,0.471,14.0,33.0,0.424,9.0,12.0,1.0,6.0,36.0,42,26.0,10.0,6.0,9.0,20.0,103,HOU,2017,Regular Season,2017-18
2268,44316,21700066,,DAL @ MEM,MEM,t,W,4.0,1.0,0.8,240,30.0,73.0,0.411,10.0,34.0,0.294,26.0,30.0,1.0,9.0,37.0,46,18.0,7.0,6.0,18.0,23.0,96,DAL,2017,Regular Season,2017-18
2270,44318,11700064,,HOU @ MEM,MEM,t,L,2.0,2.0,0.5,240,30.0,79.0,0.38,6.0,23.0,0.261,23.0,31.0,1.0,6.0,37.0,43,20.0,10.0,5.0,19.0,25.0,89,HOU,2017,Pre Season,2017-18
2271,44319,11700006,,ORL @ MEM,MEM,t,W,1.0,0.0,1.0,240,36.0,90.0,0.4,4.0,18.0,0.222,16.0,25.0,1.0,14.0,40.0,54,16.0,6.0,8.0,17.0,21.0,92,ORL,2017,Pre Season,2017-18
2272,44320,21701197,2018-04-08,IND @ CHA,CHO,t,L,35.0,46.0,0.4320000000000001,240,40.0,80.0,0.5,11.0,30.0,0.3670000000000001,26.0,30.0,1.0,5.0,31.0,36,27.0,6.0,3.0,21.0,17.0,117,IND,2017,Regular Season,2017-18
2275,44323,21701116,2018-03-28,CLE @ CHA,CHO,t,L,34.0,42.0,0.447,240,39.0,76.0,0.513,5.0,21.0,0.238,22.0,24.0,1.0,6.0,34.0,40,20.0,2.0,2.0,13.0,16.0,105,CLE,2017,Regular Season,2017-18
2276,44325,21700957,2018-03-06,PHI @ CHA,CHO,t,L,28.0,37.0,0.431,240,40.0,80.0,0.5,11.0,29.0,0.379,23.0,31.0,1.0,8.0,25.0,33,26.0,7.0,5.0,10.0,12.0,114,PHI,2017,Regular Season,2017-18
2277,44326,21700867,2018-02-22,BKN @ CHA,CHO,t,W,25.0,33.0,0.431,240,42.0,87.0,0.483,11.0,21.0,0.524,16.0,20.0,1.0,13.0,41.0,54,29.0,3.0,6.0,14.0,15.0,111,BRK,2017,Regular Season,2017-18
2280,44331,21700766,2018-02-02,IND @ CHA,CHO,t,W,22.0,29.0,0.431,240,44.0,83.0,0.53,15.0,33.0,0.455,30.0,34.0,1.0,11.0,32.0,43,27.0,5.0,2.0,15.0,21.0,133,IND,2017,Regular Season,2017-18
2281,44332,21700676,2018-01-20,MIA @ CHA,CHO,t,L,18.0,26.0,0.409,240,41.0,90.0,0.456,7.0,27.0,0.259,16.0,21.0,1.0,8.0,35.0,43,22.0,9.0,8.0,7.0,12.0,105,MIA,2017,Regular Season,2017-18
2284,44335,21700481,2017-12-23,MIL @ CHA,CHO,t,W,12.0,21.0,0.364,240,36.0,74.0,0.486,9.0,21.0,0.429,30.0,40.0,1.0,9.0,34.0,43,22.0,2.0,7.0,16.0,20.0,111,MIL,2017,Regular Season,2017-18
2285,44336,21700454,2017-12-20,TOR @ CHA,CHO,t,L,11.0,20.0,0.355,240,39.0,85.0,0.459,7.0,23.0,0.304,26.0,35.0,1.0,8.0,31.0,39,21.0,10.0,6.0,12.0,18.0,111,TOR,2017,Regular Season,2017-18
2287,44339,21700358,2017-12-06,GSW @ CHA,CHO,t,L,9.0,14.0,0.391,240,34.0,97.0,0.35100000000000003,6.0,19.0,0.316,13.0,17.0,1.0,14.0,35.0,49,17.0,5.0,3.0,12.0,13.0,87,GSW,2017,Regular Season,2017-18
2290,44342,21700105,2017-11-01,MIL @ CHA,CHO,t,W,5.0,3.0,0.625,240,45.0,84.0,0.536,14.0,25.0,0.56,22.0,29.0,1.0,7.0,34.0,41,21.0,5.0,3.0,11.0,18.0,126,MIL,2017,Regular Season,2017-18
2291,44343,21700088,,ORL @ CHA,CHO,t,W,3.0,3.0,0.5,240,53.0,97.0,0.546,6.0,18.0,0.333,8.0,17.0,0.0,12.0,47.0,59,31.0,6.0,7.0,17.0,24.0,120,ORL,2017,Regular Season,2017-18
2292,44344,21700070,,HOU @ CHA,CHO,t,L,2.0,3.0,0.4,240,33.0,88.0,0.375,11.0,29.0,0.379,16.0,28.0,1.0,11.0,33.0,44,16.0,6.0,5.0,9.0,14.0,93,HOU,2017,Regular Season,2017-18
2295,44352,21701084,2018-03-23,MIA @ OKC,OKC,t,W,44.0,30.0,0.595,240,36.0,84.0,0.429,8.0,26.0,0.308,25.0,33.0,1.0,12.0,39.0,51,17.0,7.0,1.0,11.0,23.0,105,MIA,2017,Regular Season,2017-18
2298,44361,21700839,2018-02-11,MEM @ OKC,OKC,t,W,32.0,25.0,0.561,240,34.0,77.0,0.442,16.0,37.0,0.4320000000000001,26.0,40.0,1.0,9.0,29.0,38,21.0,6.0,3.0,9.0,23.0,110,MEM,2017,Regular Season,2017-18
2299,44362,21700772,2018-02-02,NOP @ OKC,OKC,t,L,30.0,23.0,0.5660000000000001,240,37.0,97.0,0.381,9.0,36.0,0.25,17.0,20.0,1.0,15.0,37.0,52,24.0,6.0,5.0,16.0,18.0,100,NOP,2017,Regular Season,2017-18
2300,44363,21700736,2018-01-28,PHI @ OKC,OKC,t,W,30.0,20.0,0.6,240,45.0,92.0,0.489,10.0,33.0,0.303,22.0,30.0,1.0,17.0,24.0,41,21.0,7.0,3.0,10.0,25.0,122,PHI,2017,Regular Season,2017-18
2302,44365,21700496,2017-12-25,HOU @ OKC,OKC,t,W,19.0,15.0,0.5589999999999999,240,43.0,79.0,0.544,8.0,18.0,0.444,18.0,23.0,1.0,9.0,31.0,40,21.0,9.0,10.0,14.0,20.0,112,HOU,2017,Regular Season,2017-18
2304,44370,21700394,2017-12-11,CHA @ OKC,OKC,t,L,12.0,14.0,0.462,240,35.0,85.0,0.412,9.0,26.0,0.34600000000000003,24.0,25.0,1.0,11.0,28.0,39,16.0,4.0,2.0,14.0,19.0,103,CHO,2017,Regular Season,2017-18
2305,44371,21700337,2017-12-03,SAS @ OKC,OKC,t,W,10.0,12.0,0.455,240,37.0,87.0,0.425,6.0,22.0,0.273,10.0,21.0,0.0,15.0,32.0,47,21.0,8.0,2.0,20.0,19.0,90,SAS,2017,Regular Season,2017-18
2306,44372,21700324,2017-12-01,MIN @ OKC,OKC,t,W,9.0,12.0,0.429,240,41.0,79.0,0.519,8.0,26.0,0.308,21.0,22.0,1.0,13.0,29.0,42,28.0,7.0,7.0,18.0,24.0,111,MIN,2017,Regular Season,2017-18
2309,44376,21700212,2017-11-15,CHI @ OKC,OKC,t,W,7.0,7.0,0.5,240,26.0,72.0,0.361,8.0,30.0,0.267,32.0,37.0,1.0,11.0,37.0,48,15.0,7.0,2.0,13.0,19.0,92,CHI,2017,Regular Season,2017-18
2313,44385,21701187,2018-04-06,IND @ TOR,TOR,t,W,57.0,22.0,0.722,240,36.0,84.0,0.429,9.0,30.0,0.3,11.0,16.0,1.0,9.0,43.0,52,27.0,9.0,8.0,19.0,17.0,92,IND,2017,Regular Season,2017-18
2314,44390,21701109,2018-03-27,DEN @ TOR,TOR,t,W,55.0,20.0,0.733,240,47.0,92.0,0.511,13.0,34.0,0.382,7.0,9.0,1.0,9.0,28.0,37,33.0,6.0,16.0,9.0,18.0,114,DEN,2017,Regular Season,2017-18
2315,44395,21701031,2018-03-16,DAL @ TOR,TOR,t,W,52.0,17.0,0.754,265,43.0,91.0,0.473,10.0,30.0,0.333,26.0,31.0,1.0,12.0,33.0,45,26.0,5.0,8.0,13.0,21.0,122,DAL,2017,Regular Season,2017-18
2318,44398,21700901,2018-02-26,DET @ TOR,TOR,t,W,42.0,17.0,0.7120000000000001,240,42.0,80.0,0.525,17.0,38.0,0.447,22.0,23.0,1.0,6.0,41.0,47,31.0,10.0,7.0,18.0,18.0,123,DET,2017,Regular Season,2017-18
2320,44400,21700667,2018-01-19,SAS @ TOR,TOR,t,W,31.0,13.0,0.705,240,34.0,85.0,0.4,9.0,26.0,0.34600000000000003,9.0,14.0,1.0,9.0,41.0,50,16.0,8.0,1.0,13.0,19.0,86,SAS,2017,Regular Season,2017-18
2321,44402,21700546,2018-01-01,MIL @ TOR,TOR,t,W,25.0,10.0,0.7140000000000001,265,45.0,91.0,0.495,14.0,33.0,0.424,27.0,33.0,1.0,6.0,34.0,40,25.0,8.0,8.0,12.0,20.0,131,MIL,2017,Regular Season,2017-18
2322,44403,21700522,2017-12-29,ATL @ TOR,TOR,t,W,24.0,10.0,0.706,240,46.0,105.0,0.438,13.0,37.0,0.35100000000000003,6.0,8.0,1.0,19.0,32.0,51,22.0,9.0,15.0,11.0,22.0,111,ATL,2017,Regular Season,2017-18
2324,44405,21700437,2017-12-17,SAC @ TOR,TOR,t,W,20.0,8.0,0.7140000000000001,240,36.0,85.0,0.424,13.0,30.0,0.433,23.0,28.0,1.0,12.0,34.0,46,20.0,8.0,9.0,12.0,13.0,108,SAC,2017,Regular Season,2017-18
2327,44415,21700350,2017-12-05,PHX @ TOR,TOR,t,W,15.0,7.0,0.682,240,44.0,92.0,0.478,15.0,36.0,0.417,23.0,26.0,1.0,8.0,34.0,42,30.0,13.0,4.0,15.0,28.0,126,PHO,2017,Regular Season,2017-18
2329,44418,21700237,2017-11-19,WAS @ TOR,TOR,t,W,11.0,5.0,0.688,240,40.0,90.0,0.444,10.0,39.0,0.256,10.0,14.0,1.0,11.0,37.0,48,20.0,8.0,7.0,7.0,19.0,100,WAS,2017,Regular Season,2017-18
2330,44419,21700139,2017-11-05,WAS @ TOR,TOR,t,L,5.0,4.0,0.556,240,37.0,80.0,0.463,5.0,24.0,0.208,17.0,27.0,1.0,9.0,27.0,36,17.0,7.0,8.0,13.0,24.0,96,WAS,2017,Regular Season,2017-18
2335,44424,21701016,2018-03-14,MIL @ ORL,ORL,t,W,21.0,48.0,0.304,240,44.0,87.0,0.506,18.0,34.0,0.529,20.0,23.0,1.0,9.0,33.0,42,31.0,10.0,4.0,17.0,16.0,126,MIL,2017,Regular Season,2017-18
2340,44429,21700827,2018-02-10,MIL @ ORL,ORL,t,L,18.0,37.0,0.327,240,37.0,83.0,0.446,8.0,30.0,0.267,22.0,26.0,1.0,10.0,31.0,41,23.0,7.0,3.0,12.0,14.0,104,MIL,2017,Regular Season,2017-18
2341,44430,21700778,2018-02-03,WAS @ ORL,ORL,t,L,15.0,36.0,0.294,240,34.0,77.0,0.442,10.0,32.0,0.313,20.0,22.0,1.0,10.0,25.0,35,17.0,12.0,4.0,20.0,15.0,98,WAS,2017,Regular Season,2017-18
2342,44431,21700696,2018-01-23,SAC @ ORL,ORL,t,L,14.0,33.0,0.298,240,36.0,83.0,0.434,11.0,31.0,0.355,16.0,19.0,1.0,11.0,29.0,40,23.0,9.0,4.0,17.0,17.0,99,SAC,2017,Regular Season,2017-18
2343,44438,21700554,2018-01-03,HOU @ ORL,ORL,t,L,12.0,27.0,0.308,240,35.0,91.0,0.385,6.0,31.0,0.194,22.0,25.0,1.0,9.0,39.0,48,16.0,7.0,3.0,12.0,19.0,98,HOU,2017,Regular Season,2017-18
2346,44441,21700355,2017-12-06,ATL @ ORL,ORL,t,W,11.0,15.0,0.423,265,46.0,98.0,0.469,6.0,28.0,0.214,12.0,18.0,1.0,13.0,39.0,52,17.0,9.0,7.0,16.0,23.0,110,ATL,2017,Regular Season,2017-18
2348,44443,21700304,2017-11-29,OKC @ ORL,ORL,t,W,9.0,13.0,0.409,240,45.0,76.0,0.5920000000000001,13.0,30.0,0.433,18.0,26.0,1.0,2.0,35.0,37,28.0,9.0,7.0,13.0,22.0,121,OKC,2017,Regular Season,2017-18
2352,44450,21700229,2017-11-18,UTA @ ORL,ORL,t,L,8.0,8.0,0.5,240,31.0,81.0,0.383,8.0,29.0,0.276,15.0,23.0,1.0,11.0,35.0,46,13.0,10.0,5.0,16.0,20.0,85,UTA,2017,Regular Season,2017-18
2356,44454,21700071,,SAS @ ORL,ORL,t,W,4.0,1.0,0.8,240,48.0,84.0,0.5710000000000001,11.0,23.0,0.478,7.0,14.0,0.0,6.0,39.0,45,22.0,9.0,7.0,17.0,24.0,114,SAS,2017,Regular Season,2017-18
2360,44458,21701096,2018-03-25,MIA @ IND,IND,t,W,43.0,31.0,0.581,265,44.0,90.0,0.489,8.0,23.0,0.348,17.0,21.0,1.0,10.0,41.0,51,26.0,12.0,7.0,17.0,17.0,113,MIA,2017,Regular Season,2017-18
2362,44460,21700965,2018-03-07,UTA @ IND,IND,t,L,37.0,28.0,0.569,240,34.0,88.0,0.386,3.0,23.0,0.13,13.0,17.0,1.0,14.0,31.0,45,12.0,9.0,3.0,12.0,17.0,84,UTA,2017,Regular Season,2017-18
2364,44462,21700777,2018-02-03,PHI @ IND,IND,t,W,30.0,24.0,0.556,240,35.0,79.0,0.443,9.0,27.0,0.333,21.0,25.0,1.0,6.0,36.0,42,25.0,15.0,8.0,13.0,19.0,100,PHI,2017,Regular Season,2017-18
2366,44464,21700703,2018-01-24,PHX @ IND,IND,t,W,26.0,22.0,0.542,240,45.0,80.0,0.563,9.0,24.0,0.375,17.0,25.0,1.0,3.0,36.0,39,32.0,11.0,3.0,12.0,24.0,116,PHO,2017,Regular Season,2017-18
2370,44471,21700419,2017-12-15,DET @ IND,IND,t,L,16.0,13.0,0.552,240,35.0,87.0,0.402,9.0,30.0,0.3,19.0,25.0,1.0,15.0,36.0,51,21.0,6.0,4.0,13.0,15.0,98,DET,2017,Regular Season,2017-18
2371,44472,21700404,2017-12-13,OKC @ IND,IND,t,L,16.0,12.0,0.5710000000000001,240,40.0,89.0,0.449,11.0,31.0,0.355,4.0,6.0,1.0,11.0,31.0,42,18.0,11.0,7.0,13.0,21.0,95,OKC,2017,Regular Season,2017-18
2372,44473,21700290,2017-11-27,ORL @ IND,IND,t,W,12.0,9.0,0.5710000000000001,240,42.0,79.0,0.532,15.0,26.0,0.5770000000000001,22.0,26.0,1.0,8.0,35.0,43,25.0,7.0,8.0,14.0,18.0,121,ORL,2017,Regular Season,2017-18
2373,44474,21700217,2017-11-17,DET @ IND,IND,t,W,8.0,8.0,0.5,240,39.0,89.0,0.438,15.0,28.0,0.536,14.0,21.0,1.0,13.0,38.0,51,22.0,4.0,5.0,10.0,13.0,107,DET,2017,Regular Season,2017-18
2376,44477,21700101,,SAC @ IND,IND,t,W,4.0,3.0,0.5710000000000001,240,36.0,85.0,0.424,12.0,29.0,0.414,17.0,22.0,1.0,14.0,39.0,53,25.0,8.0,7.0,14.0,17.0,101,SAC,2017,Regular Season,2017-18
2380,44484,41700133,2018-04-20,CLE @ IND,IND,t,W,2.0,1.0,0.667,240,34.0,73.0,0.466,8.0,26.0,0.308,16.0,20.0,1.0,7.0,30.0,37,17.0,8.0,3.0,17.0,22.0,92,CLE,2017,Playoffs,2017-18
2384,44488,21701094,2018-03-25,CLE @ BKN,BRK,t,L,23.0,51.0,0.311,240,38.0,83.0,0.458,17.0,37.0,0.459,21.0,26.0,1.0,7.0,31.0,38,27.0,7.0,3.0,9.0,23.0,114,CLE,2017,Regular Season,2017-18
2387,44491,21700856,2018-02-14,IND @ BKN,BRK,t,L,19.0,40.0,0.322,240,35.0,83.0,0.422,13.0,35.0,0.371,20.0,27.0,1.0,9.0,35.0,44,24.0,4.0,2.0,13.0,20.0,103,IND,2017,Regular Season,2017-18
2389,44493,21700655,2018-01-17,SAS @ BKN,BRK,t,L,16.0,29.0,0.35600000000000004,240,35.0,83.0,0.422,13.0,36.0,0.361,12.0,18.0,1.0,6.0,41.0,47,23.0,3.0,1.0,14.0,28.0,95,SAS,2017,Regular Season,2017-18
2391,44495,21700579,2018-01-06,BOS @ BKN,BRK,t,L,15.0,24.0,0.385,240,30.0,91.0,0.33,6.0,31.0,0.194,19.0,22.0,1.0,12.0,43.0,55,11.0,2.0,11.0,16.0,14.0,85,BOS,2017,Regular Season,2017-18
2392,44497,21700473,2017-12-22,WAS @ BKN,BRK,t,W,12.0,19.0,0.387,240,44.0,88.0,0.5,14.0,41.0,0.341,17.0,21.0,1.0,13.0,47.0,60,29.0,4.0,4.0,14.0,17.0,119,WAS,2017,Regular Season,2017-18
2393,44498,21700457,2017-12-20,SAC @ BKN,BRK,t,L,11.0,19.0,0.3670000000000001,240,32.0,82.0,0.39,15.0,42.0,0.35700000000000004,20.0,23.0,1.0,14.0,24.0,38,15.0,5.0,7.0,10.0,19.0,99,SAC,2017,Regular Season,2017-18
2394,44499,21700267,2017-11-24,POR @ BKN,BRK,t,L,6.0,12.0,0.333,240,50.0,100.0,0.5,10.0,25.0,0.4,15.0,21.0,1.0,13.0,34.0,47,25.0,4.0,6.0,9.0,22.0,125,POR,2017,Regular Season,2017-18
2395,44500,21700236,2017-11-19,GSW @ BKN,BRK,t,L,6.0,10.0,0.375,240,34.0,95.0,0.358,16.0,48.0,0.333,27.0,39.0,1.0,13.0,39.0,52,24.0,7.0,2.0,13.0,21.0,111,GSW,2017,Regular Season,2017-18
2397,44504,21700022,,ORL @ BKN,BRK,t,W,1.0,1.0,0.5,240,46.0,92.0,0.5,9.0,27.0,0.333,25.0,35.0,1.0,15.0,33.0,48,22.0,13.0,6.0,18.0,17.0,126,ORL,2017,Regular Season,2017-18
2398,44505,11700062,,PHI @ BKN,BRK,t,L,3.0,1.0,0.75,240,39.0,88.0,0.443,13.0,37.0,0.35100000000000003,23.0,36.0,1.0,7.0,30.0,37,16.0,8.0,4.0,19.0,27.0,114,PHI,2017,Pre Season,2017-18
2399,44506,21701192,2018-04-07,MIL @ NYK,NYK,t,L,28.0,52.0,0.35,240,41.0,95.0,0.4320000000000001,9.0,21.0,0.429,11.0,11.0,1.0,13.0,31.0,44,30.0,3.0,7.0,8.0,17.0,102,MIL,2017,Regular Season,2017-18
2400,44507,21701081,2018-03-23,MIN @ NYK,NYK,t,L,26.0,47.0,0.35600000000000004,240,40.0,92.0,0.435,12.0,28.0,0.429,12.0,17.0,1.0,10.0,32.0,42,25.0,9.0,0.0,10.0,27.0,104,MIN,2017,Regular Season,2017-18
2401,44508,21700786,2018-02-04,ATL @ NYK,NYK,t,L,23.0,31.0,0.426,240,41.0,94.0,0.436,5.0,23.0,0.217,9.0,15.0,1.0,16.0,32.0,48,16.0,10.0,8.0,15.0,16.0,96,ATL,2017,Regular Season,2017-18
